posstcode sector,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
TN26 1,2730,2646.0,96.9,48.0,1.8,25.0,0.9,8.0,0.3
TN26 2,3484,3430.0,98.5,23.0,0.7,13.0,0.4,4.0,0.1
TN26 3,4968,4899.0,98.6,27.0,0.5,26.0,0.5,11.0,0.2
TN27 0,4069,3988.0,98.0,40.0,1.0,17.0,0.4,15.0,0.4
TN27 8,3875,3805.0,98.2,36.0,0.9,19.0,0.5,11.0,0.3
TN27 9,4460,4363.0,97.8,48.0,1.1,29.0,0.7,9.0,0.2
TN28 8,8455,8267.0,97.8,71.0,0.8,94.0,1.1,17.0,0.2
TN29 0,7442,7332.0,98.5,61.0,0.8,33.0,0.4,10.0,0.1
TN29 9,6315,6214.0,98.4,52.0,0.8,36.0,0.6,8.0,0.1
TN3  0,5602,5403.0,96.4,90.0,1.6,82.0,1.5,19.0,0.3
TN3  8,1706,1665.0,97.6,23.0,1.3,13.0,0.8,5.0,0.3
TN3  9,4414,4321.0,97.9,49.0,1.1,29.0,0.7,2.0,0.0
TN30 6,5626,5484.0,97.5,53.0,0.9,57.0,1.0,19.0,0.3
TN30 7,3681,3624.0,98.5,28.0,0.8,14.0,0.4,6.0,0.2
TN31 6,6443,6345.0,98.5,39.0,0.6,40.0,0.6,6.0,0.1
TN31 7,7099,6966.0,98.1,56.0,0.8,62.0,0.9,9.0,0.1
TN32 5,5238,5094.0,97.3,64.0,1.2,65.0,1.2,9.0,0.2
TN33 0,8195,7941.0,96.9,102.0,1.2,99.0,1.2,46.0,0.6
TN33 9,4550,4469.0,98.2,51.0,1.1,23.0,0.5,6.0,0.1
TN34 1,5736,5209.0,90.8,173.0,3.0,216.0,3.8,105.0,1.8
TN34 2,12297,11799.0,96.0,202.0,1.6,166.0,1.3,66.0,0.5
TN34 3,11658,11037.0,94.7,289.0,2.5,165.0,1.4,109.0,0.9
TN35 4,6721,6548.0,97.4,81.0,1.2,43.0,0.6,24.0,0.4
TN35 5,10486,10079.0,96.1,157.0,1.5,104.0,1.0,113.0,1.1
TN36 4,2303,2258.0,98.0,21.0,0.9,19.0,0.8,3.0,0.1
TN37 6,10187,9107.0,89.4,304.0,3.0,429.0,4.2,246.0,2.4
TN37 7,10374,9750.0,94.0,177.0,1.7,316.0,3.0,75.0,0.7
TN38 0,14113,12924.0,91.6,346.0,2.5,529.0,3.7,223.0,1.6
TN38 8,4684,4487.0,95.8,77.0,1.6,70.0,1.5,33.0,0.7
TN38 9,10238,9770.0,95.4,210.0,2.1,132.0,1.3,96.0,0.9
TN39 3,10315,9948.0,96.4,132.0,1.3,162.0,1.6,34.0,0.3
TN39 4,9871,9610.0,97.4,114.0,1.2,118.0,1.2,14.0,0.1
TN39 5,5582,5403.0,96.8,90.0,1.6,47.0,0.8,24.0,0.4
TN4  0,9053,8661.0,95.7,156.0,1.7,184.0,2.0,36.0,0.4
TN4  8,9096,8518.0,93.6,141.0,1.6,359.0,3.9,36.0,0.4
TN4  9,14090,13097.0,93.0,339.0,2.4,467.0,3.3,130.0,0.9
TN40 1,7293,6888.0,94.4,115.0,1.6,206.0,2.8,54.0,0.7
TN40 2,10129,9758.0,96.3,116.0,1.1,165.0,1.6,61.0,0.6
TN5  6,4883,4736.0,97.0,68.0,1.4,55.0,1.1,7.0,0.1
TN5  7,3873,3808.0,98.3,35.0,0.9,22.0,0.6,3.0,0.1
TN6  1,8075,7867.0,97.4,81.0,1.0,102.0,1.3,16.0,0.2
TN6  2,10317,9965.0,96.6,119.0,1.2,167.0,1.6,39.0,0.4
TN6  3,6038,5864.0,97.1,59.0,1.0,68.0,1.1,22.0,0.4
TN7  4,2151,2106.0,97.9,20.0,0.9,15.0,0.7,3.0,0.1
TN8  5,5213,5024.0,96.4,100.0,1.9,68.0,1.3,13.0,0.2
TN8  6,4838,4700.0,97.1,63.0,1.3,44.0,0.9,19.0,0.4
TN8  7,2629,2586.0,98.4,24.0,0.9,11.0,0.4,4.0,0.2
TN9  1,7019,6453.0,91.9,129.0,1.8,359.0,5.1,44.0,0.6
TN9  2,11016,10344.0,93.9,178.0,1.6,421.0,3.8,26.0,0.2
TQ1  1,8188,7895.0,96.4,136.0,1.7,95.0,1.2,34.0,0.4
TQ1  2,4401,4289.0,97.5,56.0,1.3,29.0,0.7,14.0,0.3
TQ1  3,8995,8714.0,96.9,108.0,1.2,128.0,1.4,22.0,0.2
TQ1  4,10117,9835.0,97.2,113.0,1.1,139.0,1.4,19.0,0.2
TQ10 9,4029,3981.0,98.8,25.0,0.6,14.0,0.3,5.0,0.1
TQ11 0,4133,4052.0,98.0,51.0,1.2,27.0,0.7,1.0,0.0
TQ12 1,11294,11086.0,98.2,86.0,0.8,98.0,0.9,10.0,0.1
TQ12 2,5195,5012.0,96.5,58.0,1.1,109.0,2.1,6.0,0.1
TQ12 3,10451,10319.0,98.7,79.0,0.8,38.0,0.4,4.0,0.0
TQ12 4,8588,8494.0,98.9,47.0,0.5,36.0,0.4,6.0,0.1
TQ12 5,8912,8797.0,98.7,59.0,0.7,34.0,0.4,12.0,0.1
TQ12 6,8554,8391.0,98.1,66.0,0.8,74.0,0.9,21.0,0.2
TQ13 0,6075,5980.0,98.4,43.0,0.7,43.0,0.7,1.0,0.0
TQ13 7,5492,5387.0,98.1,77.0,1.4,26.0,0.5,1.0,0.0
TQ13 8,3836,3770.0,98.3,37.0,1.0,19.0,0.5,6.0,0.2
TQ13 9,7731,7650.0,99.0,43.0,0.6,29.0,0.4,4.0,0.1
TQ14 0,1762,1741.0,98.8,14.0,0.8,5.0,0.3,0.0,0.0
TQ14 8,7484,7275.0,97.2,50.0,0.7,127.0,1.7,19.0,0.3
TQ14 9,10215,10072.0,98.6,69.0,0.7,56.0,0.5,7.0,0.1
TQ2  5,4816,4600.0,95.5,103.0,2.1,84.0,1.7,12.0,0.2
TQ2  6,10317,9991.0,96.8,99.0,1.0,180.0,1.7,19.0,0.2
TQ2  7,10884,10437.0,95.9,155.0,1.4,228.0,2.1,32.0,0.3
TQ2  8,7527,7384.0,98.1,76.0,1.0,53.0,0.7,10.0,0.1
TQ3  1,8322,8218.0,98.8,52.0,0.6,33.0,0.4,14.0,0.2
TQ3  2,8401,8244.0,98.1,63.0,0.7,67.0,0.8,10.0,0.1
TQ3  3,13645,13319.0,97.6,178.0,1.3,100.0,0.7,21.0,0.2
TQ4  5,5806,5641.0,97.2,62.0,1.1,73.0,1.3,23.0,0.4
TQ4  6,4100,4028.0,98.2,38.0,0.9,23.0,0.6,7.0,0.2
TQ4  7,8741,8618.0,98.6,57.0,0.7,53.0,0.6,4.0,0.0
TQ5  0,5974,5907.0,98.9,44.0,0.7,10.0,0.2,7.0,0.1
TQ5  8,5028,4953.0,98.5,44.0,0.9,25.0,0.5,4.0,0.1
TQ5  9,8302,8206.0,98.8,51.0,0.6,38.0,0.5,3.0,0.0
TQ6  0,3203,3131.0,97.8,16.0,0.5,10.0,0.3,7.0,0.2
TQ6  9,5064,4982.0,98.4,25.0,0.5,37.0,0.7,12.0,0.2
TQ7  1,5887,5772.0,98.0,39.0,0.7,66.0,1.1,3.0,0.1
TQ7  2,3869,3842.0,99.3,13.0,0.3,11.0,0.3,1.0,0.0
TQ7  3,3693,3643.0,98.6,26.0,0.7,13.0,0.4,5.0,0.1
TQ7  4,3043,3001.0,98.6,19.0,0.6,18.0,0.6,4.0,0.1
TQ8  8,2071,2059.0,99.4,9.0,0.4,3.0,0.1,0.0,0.0
TQ9  5,8076,7846.0,97.2,125.0,1.5,60.0,0.7,28.0,0.3
TQ9  6,4674,4601.0,98.4,44.0,0.9,19.0,0.4,5.0,0.1
TQ9  7,4509,4439.0,98.4,48.0,1.1,16.0,0.4,4.0,0.1
TR1  1,8673,8373.0,96.5,107.0,1.2,152.0,1.8,12.0,0.1
TR1  2,3237,3131.0,96.7,45.0,1.4,51.0,1.6,1.0,0.0
TR1  3,8624,8233.0,95.5,118.0,1.4,224.0,2.6,14.0,0.2
TR10 8,7093,6939.0,97.8,74.0,1.0,48.0,0.7,15.0,0.2
TR10 9,4165,4002.0,96.1,60.0,1.4,54.0,1.3,38.0,0.9
TR11 2,8326,8076.0,97.0,118.0,1.4,96.0,1.2,11.0,0.1
TR11 3,4708,4487.0,95.3,91.0,1.9,77.0,1.6,30.0,0.6
TR11 4,6783,6644.0,98.0,76.0,1.1,51.0,0.8,6.0,0.1
TR11 5,9009,8874.0,98.5,67.0,0.7,40.0,0.4,12.0,0.1
TR12 6,4128,4084.0,98.9,22.0,0.5,13.0,0.3,1.0,0.0
TR12 7,5456,5362.0,98.3,43.0,0.8,10.0,0.2,28.0,0.5
TR13 0,4280,4246.0,99.2,21.0,0.5,6.0,0.1,1.0,0.0
TR13 8,10090,9885.0,98.0,99.0,1.0,53.0,0.5,34.0,0.3
TR13 9,5453,5401.0,99.0,31.0,0.6,13.0,0.2,5.0,0.1
TR14 0,4673,4617.0,98.8,28.0,0.6,20.0,0.4,5.0,0.1
TR14 7,8751,8590.0,98.2,104.0,1.2,40.0,0.5,7.0,0.1
TR14 8,8832,8621.0,97.6,76.0,0.9,115.0,1.3,11.0,0.1
TR14 9,2376,2343.0,98.6,17.0,0.7,2.0,0.1,2.0,0.1
TR15 1,6060,5978.0,98.6,42.0,0.7,25.0,0.4,4.0,0.1
TR15 2,6140,6013.0,97.9,48.0,0.8,42.0,0.7,16.0,0.3
TR15 3,7894,7753.0,98.2,53.0,0.7,71.0,0.9,14.0,0.2
TR16 4,5380,5324.0,99.0,33.0,0.6,18.0,0.3,0.0,0.0
TR16 5,5115,5048.0,98.7,26.0,0.5,27.0,0.5,11.0,0.2
TR16 6,3665,3639.0,99.3,14.0,0.4,9.0,0.2,3.0,0.1
TR17 0,1447,1424.0,98.4,13.0,0.9,7.0,0.5,1.0,0.1
TR18 2,5246,5112.0,97.4,81.0,1.5,36.0,0.7,2.0,0.0
TR18 3,6371,6279.0,98.6,70.0,1.1,19.0,0.3,1.0,0.0
TR18 4,4719,4529.0,96.0,61.0,1.3,84.0,1.8,23.0,0.5
TR18 5,3536,3469.0,98.1,29.0,0.8,26.0,0.7,3.0,0.1
TR19 6,3300,3252.0,98.5,26.0,0.8,12.0,0.4,1.0,0.0
TR19 7,5733,5632.0,98.2,59.0,1.0,29.0,0.5,2.0,0.0
TR2  4,5322,5259.0,98.8,31.0,0.6,14.0,0.3,9.0,0.2
TR2  5,4143,4084.0,98.6,32.0,0.8,16.0,0.4,2.0,0.0
TR20 8,4709,4663.0,99.0,30.0,0.6,4.0,0.1,1.0,0.0
TR20 9,4584,4514.0,98.5,41.0,0.9,23.0,0.5,5.0,0.1
TR21 0,1723,1708.0,99.1,8.0,0.5,2.0,0.1,1.0,0.1
TR22 0,169,160.0,94.7,8.0,4.7,0.0,0.0,1.0,0.6
TR24 0,175,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
TR25 0,136,134.0,98.5,2.0,1.5,0.0,0.0,0.0,0.0
TR26 1,3741,3681.0,98.4,19.0,0.5,31.0,0.8,4.0,0.1
TR26 2,6225,6087.0,97.8,78.0,1.3,36.0,0.6,9.0,0.1
TR26 3,1676,1645.0,98.2,12.0,0.7,15.0,0.9,0.0,0.0
TR27 4,7292,7154.0,98.1,64.0,0.9,57.0,0.8,5.0,0.1
TR27 5,4287,4219.0,98.4,28.0,0.7,35.0,0.8,2.0,0.0
TR27 6,3187,3146.0,98.7,23.0,0.7,13.0,0.4,1.0,0.0
TR3  6,7899,7708.0,97.6,63.0,0.8,91.0,1.2,23.0,0.3
TR3  7,4500,4448.0,98.8,27.0,0.6,13.0,0.3,10.0,0.2
TR4  8,6028,5936.0,98.5,33.0,0.5,45.0,0.7,4.0,0.1
TR4  9,5019,4946.0,98.5,36.0,0.7,31.0,0.6,4.0,0.1
TR5  0,3884,3826.0,98.5,35.0,0.9,19.0,0.5,2.0,0.1
TR6  0,3516,3462.0,98.5,25.0,0.7,24.0,0.7,3.0,0.1
TR7  1,6213,6014.0,96.8,92.0,1.5,80.0,1.3,9.0,0.1
TR7  2,8389,8204.0,97.8,69.0,0.8,80.0,1.0,23.0,0.3
TR7  3,5587,5479.0,98.1,53.0,0.9,17.0,0.3,12.0,0.2
TR8  4,3506,3446.0,98.3,38.0,1.1,18.0,0.5,3.0,0.1
TR8  5,4467,4418.0,98.9,37.0,0.8,7.0,0.2,3.0,0.1
TR9  6,8224,8124.0,98.8,53.0,0.6,31.0,0.4,11.0,0.1
TS1  1,148,132.0,89.2,3.0,2.0,10.0,6.8,1.0,0.7
TS1  2,1453,1007.0,69.3,47.0,3.2,308.0,21.2,49.0,3.4
TS1  3,5898,2946.0,49.9,178.0,3.0,2168.0,36.8,264.0,4.5
TS1  4,8514,5917.0,69.5,261.0,3.1,1572.0,18.5,472.0,5.5
TS1  5,1189,1065.0,89.6,13.0,1.1,41.0,3.4,29.0,2.4
TS10 1,6995,6865.0,98.1,49.0,0.7,66.0,0.9,12.0,0.2
TS10 2,11089,10943.0,98.7,75.0,0.7,52.0,0.5,13.0,0.1
TS10 3,5437,5356.0,98.5,48.0,0.9,23.0,0.4,6.0,0.1
TS10 4,8928,8808.0,98.7,57.0,0.6,48.0,0.5,7.0,0.1
TS10 5,4624,4558.0,98.6,36.0,0.8,26.0,0.6,4.0,0.1
TS11 6,3893,3859.0,99.1,11.0,0.3,17.0,0.4,1.0,0.0
TS11 7,4389,4336.0,98.8,33.0,0.8,16.0,0.4,2.0,0.0
TS11 8,3663,3628.0,99.0,20.0,0.5,8.0,0.2,1.0,0.0
TS12 1,5958,5866.0,98.5,51.0,0.9,32.0,0.5,1.0,0.0
TS12 2,12848,12730.0,99.1,61.0,0.5,42.0,0.3,8.0,0.1
TS12 3,3708,3647.0,98.4,22.0,0.6,32.0,0.9,2.0,0.1
TS13 4,7988,7922.0,99.2,37.0,0.5,16.0,0.2,4.0,0.1
TS13 5,2381,2371.0,99.6,4.0,0.2,3.0,0.1,0.0,0.0
TS14 6,6875,6762.0,98.4,41.0,0.6,50.0,0.7,6.0,0.1
TS14 7,5767,5721.0,99.2,19.0,0.3,16.0,0.3,10.0,0.2
TS14 8,4985,4898.0,98.3,27.0,0.5,54.0,1.1,3.0,0.1
TS15 0,2404,2386.0,99.3,11.0,0.5,3.0,0.1,1.0,0.0
TS15 9,10398,9903.0,95.2,129.0,1.2,301.0,2.9,32.0,0.3
TS16 0,7444,7149.0,96.0,71.0,1.0,189.0,2.5,24.0,0.3
TS16 9,3005,2903.0,96.6,36.0,1.2,53.0,1.8,6.0,0.2
TS17 0,13994,13154.0,94.0,130.0,0.9,605.0,4.3,66.0,0.5
TS17 5,10340,9593.0,92.8,105.0,1.0,558.0,5.4,44.0,0.4
TS17 6,4371,3565.0,81.6,72.0,1.6,630.0,14.4,51.0,1.2
TS17 7,2160,1828.0,84.6,25.0,1.2,269.0,12.5,32.0,1.5
TS17 8,6499,6091.0,93.7,114.0,1.8,233.0,3.6,40.0,0.6
TS17 9,7755,7555.0,97.4,66.0,0.9,82.0,1.1,36.0,0.5
TS18 1,2329,1741.0,74.8,54.0,2.3,421.0,18.1,84.0,3.6
TS18 2,3341,2848.0,85.2,101.0,3.0,199.0,6.0,168.0,5.0
TS18 3,6007,4649.0,77.4,134.0,2.2,992.0,16.5,159.0,2.6
TS18 4,6292,5696.0,90.5,103.0,1.6,423.0,6.7,34.0,0.5
TS18 5,6908,6667.0,96.5,54.0,0.8,150.0,2.2,28.0,0.4
TS19 0,12340,11814.0,95.7,116.0,0.9,308.0,2.5,85.0,0.7
TS19 7,8982,8765.0,97.6,34.0,0.4,146.0,1.6,19.0,0.2
TS19 8,10013,9655.0,96.4,72.0,0.7,249.0,2.5,21.0,0.2
TS19 9,5780,5572.0,96.4,68.0,1.2,103.0,1.8,25.0,0.4
TS2  1,773,756.0,97.8,8.0,1.0,3.0,0.4,5.0,0.6
TS20 1,11234,10987.0,97.8,67.0,0.6,152.0,1.4,17.0,0.2
TS20 2,9503,9141.0,96.2,113.0,1.2,134.0,1.4,102.0,1.1
TS21 1,3934,3843.0,97.7,28.0,0.7,49.0,1.2,2.0,0.1
TS21 2,2977,2959.0,99.4,12.0,0.4,3.0,0.1,2.0,0.1
TS21 3,3171,3105.0,97.9,31.0,1.0,24.0,0.8,3.0,0.1
TS21 4,2588,2551.0,98.6,22.0,0.9,13.0,0.5,2.0,0.1
TS22 5,8506,8145.0,95.8,79.0,0.9,246.0,2.9,21.0,0.2
TS23 1,5989,5881.0,98.2,48.0,0.8,38.0,0.6,13.0,0.2
TS23 2,7748,7646.0,98.7,55.0,0.7,39.0,0.5,5.0,0.1
TS23 3,14796,14560.0,98.4,104.0,0.7,92.0,0.6,19.0,0.1
TS23 4,1692,1668.0,98.6,14.0,0.8,5.0,0.3,3.0,0.2
TS24 0,6441,6278.0,97.5,56.0,0.9,94.0,1.5,7.0,0.1
TS24 7,1320,1249.0,94.6,15.0,1.1,44.0,3.3,10.0,0.8
TS24 8,6147,5968.0,97.1,39.0,0.6,111.0,1.8,21.0,0.3
TS24 9,7932,7833.0,98.8,39.0,0.5,40.0,0.5,16.0,0.2
TS25 1,9183,9037.0,98.4,51.0,0.6,60.0,0.7,8.0,0.1
TS25 2,7798,7748.0,99.4,26.0,0.3,19.0,0.2,2.0,0.0
TS25 3,5621,5521.0,98.2,45.0,0.8,53.0,0.9,1.0,0.0
TS25 4,5822,5754.0,98.8,27.0,0.5,38.0,0.7,1.0,0.0
TS25 5,10403,10284.0,98.9,45.0,0.4,55.0,0.5,8.0,0.1
TS26 0,12751,12419.0,97.4,83.0,0.7,216.0,1.7,19.0,0.1
TS26 8,5546,5231.0,94.3,26.0,0.5,231.0,4.2,46.0,0.8
TS26 9,7153,6805.0,95.1,61.0,0.9,256.0,3.6,20.0,0.3
TS27 3,5389,5304.0,98.4,35.0,0.6,43.0,0.8,4.0,0.1
TS27 4,6938,6845.0,98.7,39.0,0.6,40.0,0.6,5.0,0.1
TS28 5,5277,5215.0,98.8,16.0,0.3,38.0,0.7,4.0,0.1
TS29 6,6266,6217.0,99.2,24.0,0.4,18.0,0.3,4.0,0.1
TS3  0,7213,6982.0,96.8,99.0,1.4,56.0,0.8,65.0,0.9
TS3  6,3122,2741.0,87.8,90.0,2.9,210.0,6.7,65.0,2.1
TS3  7,7171,6964.0,97.1,111.0,1.5,37.0,0.5,57.0,0.8
TS3  8,4484,4345.0,96.9,65.0,1.4,28.0,0.6,39.0,0.9
TS3  9,7663,7391.0,96.5,104.0,1.4,74.0,1.0,82.0,1.1
TS4  2,8428,6522.0,77.4,189.0,2.2,1446.0,17.2,129.0,1.5
TS4  3,8801,8086.0,91.9,156.0,1.8,381.0,4.3,115.0,1.3
TS5  4,5796,5438.0,93.8,143.0,2.5,125.0,2.2,50.0,0.9
TS5  5,8076,6290.0,77.9,203.0,2.5,1326.0,16.4,56.0,0.7
TS5  6,7896,6543.0,82.9,190.0,2.4,1003.0,12.7,64.0,0.8
TS5  7,6444,5792.0,89.9,55.0,0.9,536.0,8.3,37.0,0.6
TS5  8,11505,10511.0,91.4,113.0,1.0,786.0,6.8,24.0,0.2
TS6  0,10184,10072.0,98.9,55.0,0.5,47.0,0.5,8.0,0.1
TS6  6,3150,2849.0,90.4,44.0,1.4,231.0,7.3,15.0,0.5
TS6  7,4725,4660.0,98.6,36.0,0.8,15.0,0.3,4.0,0.1
TS6  8,2917,2883.0,98.8,20.0,0.7,13.0,0.4,1.0,0.0
TS6  9,9374,9285.0,99.1,53.0,0.6,22.0,0.2,6.0,0.1
TS7  0,6536,6238.0,95.4,68.0,1.0,171.0,2.6,29.0,0.4
TS7  8,9241,8763.0,94.8,93.0,1.0,322.0,3.5,25.0,0.3
TS7  9,6010,5923.0,98.6,40.0,0.7,29.0,0.5,6.0,0.1
TS8  0,9474,9246.0,97.6,102.0,1.1,75.0,0.8,33.0,0.3
TS8  9,11537,11272.0,97.7,97.0,0.8,108.0,0.9,48.0,0.4
TS9  5,5323,5225.0,98.2,37.0,0.7,39.0,0.7,8.0,0.2
TS9  6,5196,5144.0,99.0,21.0,0.4,24.0,0.5,6.0,0.1
TS9  7,2218,2189.0,98.7,16.0,0.7,8.0,0.4,1.0,0.0
TW1  1,8117,7139.0,88.0,299.0,3.7,461.0,5.7,103.0,1.3
TW1  2,6153,5547.0,90.2,183.0,3.0,313.0,5.1,46.0,0.7
TW1  3,3764,3380.0,89.8,129.0,3.4,198.0,5.3,28.0,0.7
TW1  4,7358,6571.0,89.3,270.0,3.7,350.0,4.8,90.0,1.2
TW10 5,2986,2468.0,82.7,130.0,4.4,260.0,8.7,44.0,1.5
TW10 6,8397,7309.0,87.0,348.0,4.1,489.0,5.8,86.0,1.0
TW10 7,7769,6554.0,84.4,309.0,4.0,542.0,7.0,148.0,1.9
TW11 0,6598,5968.0,90.5,184.0,2.8,317.0,4.8,59.0,0.9
TW11 8,8507,7730.0,90.9,260.0,3.1,366.0,4.3,74.0,0.9
TW11 9,8305,7509.0,90.4,257.0,3.1,357.0,4.3,103.0,1.2
TW12 1,7030,6080.0,86.5,268.0,3.8,449.0,6.4,123.0,1.7
TW12 2,9427,8370.0,88.8,277.0,2.9,596.0,6.3,97.0,1.0
TW12 3,6553,5522.0,84.3,230.0,3.5,590.0,9.0,143.0,2.2
TW13 4,12679,8299.0,65.5,602.0,4.7,2497.0,19.7,1031.0,8.1
TW13 5,9537,6135.0,64.3,393.0,4.1,2035.0,21.3,727.0,7.6
TW13 6,8306,5889.0,70.9,381.0,4.6,1254.0,15.1,580.0,7.0
TW13 7,5736,4086.0,71.2,287.0,5.0,926.0,16.1,327.0,5.7
TW14 0,6093,3525.0,57.9,245.0,4.0,1803.0,29.6,359.0,5.9
TW14 8,9711,6562.0,67.6,368.0,3.8,1875.0,19.3,715.0,7.4
TW14 9,12219,7550.0,61.8,473.0,3.9,3087.0,25.3,809.0,6.6
TW15 1,10483,9362.0,89.3,200.0,1.9,697.0,6.6,165.0,1.6
TW15 2,8024,7090.0,88.4,197.0,2.5,552.0,6.9,124.0,1.5
TW15 3,8955,7678.0,85.7,228.0,2.5,751.0,8.4,204.0,2.3
TW16 5,5046,4525.0,89.7,146.0,2.9,274.0,5.4,55.0,1.1
TW16 6,5601,5122.0,91.4,156.0,2.8,213.0,3.8,59.0,1.1
TW16 7,9496,7925.0,83.5,299.0,3.1,887.0,9.3,245.0,2.6
TW17 0,5308,5026.0,94.7,88.0,1.7,139.0,2.6,34.0,0.6
TW17 8,6423,6029.0,93.9,110.0,1.7,207.0,3.2,28.0,0.4
TW17 9,2511,2368.0,94.3,52.0,2.1,74.0,2.9,7.0,0.3
TW18 1,8919,8037.0,90.1,239.0,2.7,497.0,5.6,100.0,1.1
TW18 2,7545,6665.0,88.3,191.0,2.5,552.0,7.3,69.0,0.9
TW18 3,4396,3900.0,88.7,93.0,2.1,309.0,7.0,24.0,0.5
TW18 4,5313,4256.0,80.1,139.0,2.6,717.0,13.5,86.0,1.6
TW19 5,3954,3176.0,80.3,87.0,2.2,601.0,15.2,36.0,0.9
TW19 6,1371,1075.0,78.4,54.0,3.9,187.0,13.6,30.0,2.2
TW19 7,10694,8361.0,78.2,275.0,2.6,1589.0,14.9,335.0,3.1
TW2  5,9427,8106.0,86.0,366.0,3.9,696.0,7.4,119.0,1.3
TW2  6,10633,8870.0,83.4,359.0,3.4,1082.0,10.2,162.0,1.5
TW2  7,10585,8527.0,80.6,402.0,3.8,1256.0,11.9,176.0,1.7
TW20 0,10297,8389.0,81.5,273.0,2.7,1206.0,11.7,178.0,1.7
TW20 8,7854,7137.0,90.9,150.0,1.9,483.0,6.1,46.0,0.6
TW20 9,6694,5608.0,83.8,189.0,2.8,735.0,11.0,79.0,1.2
TW3  1,8341,2443.0,29.3,286.0,3.4,4826.0,57.9,479.0,5.7
TW3  2,10436,5281.0,50.6,428.0,4.1,3941.0,37.8,430.0,4.1
TW3  3,12504,3339.0,26.7,417.0,3.3,7580.0,60.6,717.0,5.7
TW3  4,8887,2174.0,24.5,225.0,2.5,5571.0,62.7,484.0,5.4
TW4  5,9918,3460.0,34.9,393.0,4.0,4969.0,50.1,753.0,7.6
TW4  6,5731,1508.0,26.3,208.0,3.6,3350.0,58.5,465.0,8.1
TW4  7,11580,3114.0,26.9,352.0,3.0,6752.0,58.3,878.0,7.6
TW5  0,13955,3424.0,24.5,466.0,3.3,8387.0,60.1,879.0,6.3
TW5  9,15508,3473.0,22.4,403.0,2.6,9921.0,64.0,1041.0,6.7
TW7  4,7975,3686.0,46.2,310.0,3.9,3293.0,41.3,370.0,4.6
TW7  5,9162,4596.0,50.2,430.0,4.7,3177.0,34.7,488.0,5.3
TW7  6,10529,7155.0,68.0,543.0,5.2,1866.0,17.7,655.0,6.2
TW7  7,9874,6228.0,63.1,438.0,4.4,1875.0,19.0,1014.0,10.3
TW8  0,8715,5672.0,65.1,527.0,6.0,1212.0,13.9,941.0,10.8
TW8  8,5007,3448.0,68.9,261.0,5.2,700.0,14.0,413.0,8.2
TW8  9,5945,4103.0,69.0,356.0,6.0,814.0,13.7,518.0,8.7
TW9  1,4073,3531.0,86.7,152.0,3.7,278.0,6.8,44.0,1.1
TW9  2,6466,5563.0,86.0,251.0,3.9,451.0,7.0,123.0,1.9
TW9  3,4529,4033.0,89.0,131.0,2.9,275.0,6.1,22.0,0.5
TW9  4,6563,5226.0,79.6,312.0,4.8,696.0,10.6,143.0,2.2
UB1  1,10330,581.0,5.6,176.0,1.7,8530.0,82.6,647.0,6.3
UB1  2,20011,2663.0,13.3,479.0,2.4,14049.0,70.2,1629.0,8.1
UB1  3,10033,2063.0,20.6,339.0,3.4,5085.0,50.7,1979.0,19.7
UB10 0,10714,7000.0,65.3,479.0,4.5,2243.0,20.9,703.0,6.6
UB10 8,12043,9394.0,78.0,349.0,2.9,1865.0,15.5,208.0,1.7
UB10 9,10737,7276.0,67.8,420.0,3.9,2265.0,21.1,475.0,4.4
UB2  4,12999,2403.0,18.5,503.0,3.9,7282.0,56.0,2033.0,15.6
UB2  5,19240,2167.0,11.3,472.0,2.5,13306.0,69.2,2080.0,10.8
UB3  1,9967,3821.0,38.3,379.0,3.8,3989.0,40.0,1365.0,13.7
UB3  2,14063,5866.0,41.7,588.0,4.2,5090.0,36.2,1988.0,14.1
UB3  3,7647,2416.0,31.6,246.0,3.2,3509.0,45.9,1159.0,15.2
UB3  4,10406,2884.0,27.7,402.0,3.9,5299.0,50.9,1344.0,12.9
UB3  5,6050,2488.0,41.1,275.0,4.5,2548.0,42.1,461.0,7.6
UB4  0,14378,3319.0,23.1,470.0,3.3,8165.0,56.8,1591.0,11.1
UB4  8,13011,7248.0,55.7,509.0,3.9,3553.0,27.3,1229.0,9.4
UB4  9,12227,5667.0,46.3,666.0,5.4,3335.0,27.3,2053.0,16.8
UB5  4,16225,7555.0,46.6,686.0,4.2,4827.0,29.8,2477.0,15.3
UB5  5,12826,6119.0,47.7,606.0,4.7,3241.0,25.3,2151.0,16.8
UB5  6,16904,7198.0,42.6,1004.0,5.9,4394.0,26.0,3333.0,19.7
UB6  0,12639,5568.0,44.1,392.0,3.1,4700.0,37.2,1346.0,10.6
UB6  7,8723,3531.0,40.5,332.0,3.8,3400.0,39.0,727.0,8.3
UB6  8,14624,7377.0,50.4,570.0,3.9,3911.0,26.7,1429.0,9.8
UB6  9,15378,6796.0,44.2,678.0,4.4,5215.0,33.9,1738.0,11.3
UB7  0,3777,2177.0,57.6,175.0,4.6,996.0,26.4,279.0,7.4
UB7  7,9033,6170.0,68.3,383.0,4.2,1605.0,17.8,642.0,7.1
