postcode sector,EUpassport2011,%
L14  1,9.0,0.4
L14  2,28.0,1.3
L14  3,11.0,0.6
L14  4,22.0,1.3
L14  5,0.0,0.0
L14  6,3.0,0.1
L14  7,8.0,0.3
L14  8,57.0,2.4
L14  9,47.0,1.3
L15  0,126.0,3.9
L15  1,116.0,4.3
L15  2,156.0,6.3
L15  3,87.0,1.8
L15  4,99.0,2.5
L15  5,50.0,3.1
L15  6,14.0,0.6
L15  7,14.0,0.5
L15  8,79.0,2.1
L15  9,17.0,0.9
L16  0,4.0,0.5
L16  1,4.0,0.4
L16  2,10.0,0.4
L16  3,15.0,0.6
L16  4,1.0,0.1
L16  5,12.0,0.8
L16  6,5.0,0.4
L16  7,24.0,1.0
L16  8,10.0,1.0
L16  9,8.0,0.7
L17  0,54.0,1.3
L17  1,23.0,2.2
L17  2,80.0,4.9
L17  3,100.0,4.3
L17  4,42.0,2.8
L17  5,22.0,1.5
L17  6,24.0,1.0
L17  7,124.0,2.6
L17  8,100.0,3.4
L17  9,45.0,2.2
L18  0,22.0,2.1
L18  1,109.0,1.8
L18  2,32.0,1.6
L18  3,36.0,1.2
L18  4,10.0,0.4
L18  5,18.0,0.8
L18  6,18.0,1.1
L18  7,25.0,0.9
L18  8,94.0,2.7
L18  9,35.0,1.0
L19  0,50.0,2.3
L19  1,51.0,1.9
L19  2,115.0,3.7
L19  3,39.0,1.4
L19  4,27.0,0.9
L19  5,32.0,2.0
L19  6,32.0,2.9
L19  7,6.0,0.5
L19  8,73.0,2.3
L19  9,47.0,1.5
L2   0,20.0,10.0
L2   2,21.0,12.4
L2   5,16.0,8.1
L20  0,21.0,0.6
L20  2,49.0,2.0
L20  3,25.0,1.0
L20  4,89.0,1.4
L20  5,23.0,0.8
L20  6,28.0,0.5
L20  7,43.0,2.1
L20  8,9.0,2.4
L20  9,32.0,0.5
L21  0,17.0,0.5
L21  1,22.0,0.6
L21  2,3.0,0.3
L21  3,11.0,2.0
L21  4,20.0,1.1
L21  5,5.0,0.3
L21  6,14.0,1.4
L21  7,31.0,0.9
L21  8,29.0,0.9
L21  9,8.0,0.2
L22  0,25.0,1.9
L22  1,22.0,2.6
L22  2,16.0,0.9
L22  3,20.0,1.8
L22  4,26.0,1.2
L22  5,18.0,1.5
L22  6,9.0,0.7
L22  7,13.0,1.1
L22  8,25.0,2.0
L22  9,14.0,1.0
L23  0,30.0,0.6
L23  1,7.0,0.3
L23  2,11.0,0.3
L23  3,14.0,0.6
L23  4,5.0,0.4
L23  5,6.0,0.3
L23  6,38.0,1.2
L23  7,25.0,0.8
L23  8,28.0,1.3
L23  9,17.0,0.3
L24  0,37.0,1.3
L24  1,11.0,0.9
L24  2,89.0,2.8
L24  3,29.0,1.0
L24  4,2.0,0.2
L24  5,1.0,0.1
L24  6,34.0,3.0
L24  7,126.0,7.1
L24  9,137.0,14.7
L25  0,22.0,0.7
L25  1,14.0,0.8
L25  2,16.0,0.4
L25  3,10.0,0.3
L25  4,14.0,0.5
L25  5,37.0,0.9
L25  6,13.0,0.8
L25  7,48.0,1.1
L25  8,24.0,0.6
L25  9,22.0,0.5
L26  0,7.0,0.3
L26  1,44.0,1.4
L26  3,0.0,0.0
L26  6,16.0,1.1
L26  7,16.0,0.3
L26  9,37.0,1.2
L27  0,9.0,2.6
L27  1,7.0,0.6
L27  4,0.0,0.0
L27  5,3.0,0.2
L27  6,5.0,0.5
L27  7,8.0,0.6
L27  8,1.0,0.1
L28  0,1.0,0.1
L28  1,1.0,0.1
L28  3,2.0,0.8
L28  4,5.0,0.3
L28  5,5.0,0.5
L28  6,0.0,0.0
L28  7,1.0,0.4
L28  8,3.0,0.6
L29  7,0.0,0.0
L3   0,12.0,2.0
L3   1,58.0,6.6
L3   2,124.0,4.9
L3   3,11.0,2.8
L3   4,119.0,4.2
L3   5,178.0,5.3
L3   6,122.0,3.4
L3   8,103.0,4.0
L3   9,119.0,10.2
L30  0,3.0,0.1
L30  1,23.0,0.6
L30  2,11.0,0.3
L30  3,3.0,0.2
L30  5,7.0,0.2
L30  6,1.0,0.3
L30  7,2.0,0.1
L30  8,2.0,0.1
L30  9,2.0,0.2
L31  0,7.0,0.3
L31  1,14.0,0.3
L31  2,12.0,0.4
L31  3,6.0,0.4
L31  4,15.0,0.6
L31  5,22.0,0.6
L31  6,11.0,0.3
L31  7,8.0,0.3
L31  8,6.0,0.2
L31  9,9.0,0.2
L32  0,7.0,0.2
L32  1,11.0,0.8
L32  2,0.0,0.0
L32  3,5.0,0.4
L32  4,11.0,0.6
L32  5,7.0,0.9
L32  6,13.0,0.6
L32  7,5.0,0.2
L32  8,2.0,0.1
L32  9,11.0,0.3
L33  0,2.0,0.2
L33  1,15.0,0.3
L33  2,3.0,0.3
L33  4,19.0,0.5
L33  5,23.0,1.7
L33  6,1.0,0.1
L33  7,0.0,0.0
L33  8,23.0,2.3
L33  9,9.0,0.5
L34  0,14.0,0.6
L34  1,8.0,0.4
L34  2,8.0,0.2
L34  3,0.0,0.0
L34  4,6.0,1.6
L34  5,11.0,0.8
L34  6,8.0,0.4
L35  0,5.0,0.2
L35  1,5.0,0.3
L35  2,1.0,0.0
L35  3,31.0,0.4
L35  4,10.0,0.3
L35  5,27.0,0.5
L35  6,12.0,0.8
L35  7,7.0,0.3
L35  8,13.0,0.4
L35  9,7.0,0.4
L36  0,8.0,0.2
L36  1,13.0,0.5
L36  2,19.0,0.4
L36  3,13.0,0.3
L36  4,17.0,0.3
L36  5,17.0,0.4
L36  6,0.0,0.0
L36  7,16.0,0.4
L36  8,29.0,0.6
L36  9,3.0,0.2
L37  1,12.0,0.5
L37  2,35.0,0.7
L37  3,51.0,1.1
L37  4,19.0,0.7
L37  5,0.0,0.0
L37  6,16.0,0.5
L37  7,38.0,1.1
L37  8,8.0,0.4
L38  0,2.0,0.4
L38  1,2.0,0.7
L38  3,1.0,0.3
L38  6,1.0,0.5
L38  9,7.0,0.6
L39  0,1.0,0.1
L39  1,64.0,1.3
L39  2,27.0,0.8
L39  3,34.0,1.1
L39  4,47.0,0.7
L39  5,20.0,0.4
L39  6,7.0,0.3
L39  7,7.0,0.6
L39  8,7.0,0.5
L4   0,34.0,1.1
L4   1,28.0,0.9
L4   2,72.0,1.3
L4   3,67.0,1.8
L4   4,97.0,2.4
L4   5,63.0,1.0
L4   6,18.0,0.6
L4   7,11.0,0.3
L4   8,15.0,0.6
L4   9,49.0,0.9
L40  0,1.0,0.1
L40  1,7.0,0.3
L40  2,1.0,0.1
L40  3,9.0,0.7
L40  4,15.0,0.9
L40  5,20.0,0.8
L40  6,8.0,0.8
L40  7,24.0,0.5
L40  8,3.0,0.3
L40  9,2.0,0.2
L5   0,11.0,0.6
L5   1,6.0,1.1
L5   2,22.0,2.7
L5   3,80.0,4.8
L5   4,15.0,1.2
L5   5,33.0,3.9
L5   6,47.0,2.0
L5   7,47.0,3.5
L5   8,17.0,2.1
L5   9,17.0,1.7
L6   0,63.0,2.3
L6   1,101.0,4.0
L6   2,63.0,2.6
L6   3,148.0,7.3
L6   4,147.0,4.0
L6   5,68.0,2.4
L6   6,240.0,6.7
L6   7,50.0,7.9
L6   8,108.0,5.6
L6   9,40.0,2.9
L7   0,259.0,7.8
L7   1,29.0,13.1
L7   2,115.0,6.0
L7   3,112.0,4.0
L7   4,45.0,10.2
L7   5,18.0,1.9
L7   6,144.0,7.6
L7   7,96.0,3.9
L7   8,138.0,3.8
L7   9,9.0,2.4
L8   0,475.0,6.5
L8   1,43.0,3.6
L8   2,80.0,4.5
L8   3,109.0,4.1
L8   4,71.0,1.8
L8   5,35.0,1.9
L8   6,40.0,1.7
L8   7,205.0,4.6
L8   8,127.0,2.9
L8   9,78.0,3.1
L9   0,28.0,0.7
L9   1,141.0,2.2
L9   2,31.0,1.1
L9   3,18.0,0.5
L9   4,6.0,0.7
L9   6,47.0,1.3
L9   7,17.0,1.0
L9   8,20.0,0.4
L9   9,35.0,0.7
LA1  1,308.0,5.4
LA1  2,222.0,2.0
LA1  3,386.0,3.8
LA1  4,609.0,3.9
LA1  5,228.0,2.4
LA10 5,52.0,1.3
LA11 6,58.0,1.6
LA11 7,71.0,1.2
LA12 0,39.0,0.6
LA12 7,49.0,1.1
LA12 8,24.0,1.0
LA12 9,80.0,1.1
LA13 0,39.0,0.4
LA13 9,48.0,0.5
LA14 1,40.0,1.2
LA14 2,92.0,1.3
LA14 3,46.0,0.4
LA14 4,32.0,0.5
LA14 5,57.0,0.5
LA15 8,28.0,0.4
LA16 7,14.0,0.4
LA17 7,9.0,0.8
LA18 4,37.0,0.6
LA18 5,12.0,0.4
LA19 5,4.0,0.4
LA2  0,228.0,3.8
LA2  6,30.0,0.6
LA2  7,24.0,0.8
LA2  8,25.0,0.8
LA2  9,38.0,0.8
LA20 6,6.0,0.5
LA21 8,21.0,2.3
LA22 0,66.0,3.0
LA22 9,120.0,4.3
LA23 1,178.0,6.4
LA23 2,151.0,3.7
LA23 3,169.0,7.3
LA3  1,401.0,4.8
LA3  2,170.0,1.7
LA3  3,80.0,1.4
LA4  4,344.0,3.7
LA4  5,271.0,2.9
LA4  6,60.0,0.8
LA5  0,24.0,0.6
LA5  8,8.0,0.2
LA5  9,63.0,0.7
LA6  1,38.0,0.7
LA6  2,53.0,1.2
LA6  3,12.0,0.4
LA7  7,63.0,1.2
LA8  0,21.0,0.7
LA8  8,27.0,1.0
LA8  9,47.0,1.4
LA9  4,166.0,4.1
LA9  5,112.0,1.2
LA9  6,78.0,1.1
LA9  7,119.0,1.2
LE1  1,209.0,12.2
LE1  2,753.0,17.6
LE1  3,85.0,12.8
LE1  4,46.0,7.0
LE1  5,141.0,7.1
LE1  6,387.0,13.0
LE1  7,73.0,7.1
LE10 0,258.0,1.3
LE10 1,133.0,1.3
LE10 2,94.0,0.6
LE10 3,10.0,0.4
LE11 1,558.0,5.7
LE11 2,406.0,2.9
LE11 3,531.0,3.2
LE11 4,260.0,2.7
LE11 5,453.0,4.3
LE12 5,106.0,1.4
LE12 6,78.0,0.8
LE12 7,140.0,0.8
LE12 8,106.0,0.8
LE12 9,113.0,0.8
LE13 0,427.0,2.8
LE13 1,264.0,2.2
LE14 2,43.0,1.0
LE14 3,41.0,0.6
LE14 4,37.0,0.6
LE15 6,192.0,1.8
LE15 7,56.0,0.7
LE15 8,103.0,1.6
LE15 9,76.0,1.1
LE16 7,232.0,2.0
LE16 8,101.0,1.0
LE16 9,248.0,1.9
LE17 4,109.0,1.0
LE17 5,22.0,0.4
LE17 6,43.0,1.1
LE18 1,114.0,1.4
LE18 2,60.0,0.7
LE18 3,61.0,0.7
LE18 4,103.0,1.3
LE19 2,33.0,0.6
LE19 3,26.0,0.5
LE19 4,42.0,1.0
LE2  0,1056.0,7.7
LE2  1,1165.0,8.7
LE2  2,290.0,3.8
LE2  3,451.0,3.9
LE2  4,122.0,1.0
LE2  5,150.0,1.7
LE2  6,501.0,3.4
LE2  7,710.0,6.6
LE2  8,332.0,3.1
LE2  9,276.0,1.8
LE3  0,1389.0,12.2
LE3  1,870.0,5.6
LE3  2,697.0,4.8
LE3  3,301.0,2.2
LE3  5,1054.0,16.7
LE3  6,610.0,4.7
LE3  8,91.0,0.9
LE3  9,917.0,5.6
LE4  0,1098.0,7.2
LE4  1,231.0,4.8
LE4  2,518.0,5.0
LE4  3,54.0,1.0
LE4  4,41.0,0.6
LE4  5,628.0,7.0
LE4  6,1180.0,7.7
LE4  7,616.0,5.1
LE4  8,141.0,1.5
LE4  9,575.0,6.8
LE5  0,754.0,9.4
LE5  1,557.0,3.3
LE5  2,227.0,2.1
LE5  3,927.0,9.3
LE5  4,758.0,5.5
LE5  5,996.0,5.7
LE5  6,233.0,2.6
LE6  0,71.0,0.6
LE65 1,61.0,1.0
LE65 2,56.0,0.7
LE67 1,13.0,0.2
LE67 2,52.0,0.7
LE67 3,177.0,2.0
LE67 4,138.0,1.3
LE67 5,75.0,0.9
LE67 6,31.0,0.5
LE67 8,35.0,0.6
LE67 9,33.0,0.6
LE7  1,45.0,0.8
LE7  2,52.0,0.7
LE7  3,13.0,0.2
LE7  4,44.0,1.1
LE7  7,86.0,0.7
LE7  9,73.0,0.7
LE8  0,58.0,0.9
LE8  4,38.0,0.6
LE8  5,32.0,0.5
LE8  6,54.0,0.8
LE8  8,46.0,0.9
LE8  9,29.0,0.8
LE9  1,19.0,0.5
LE9  2,46.0,1.0
LE9  3,8.0,0.2
LE9  4,35.0,0.6
LE9  6,32.0,0.4
LE9  7,117.0,1.0
LE9  8,83.0,0.9
LE9  9,30.0,0.4
LN1  1,377.0,4.4
LN1  2,88.0,0.8
LN1  3,228.0,2.7
LN10 5,0.0,0.0
LN10 6,46.0,0.9
LN11 0,74.0,0.7
LN11 7,28.0,0.5
LN11 8,41.0,0.5
LN11 9,37.0,0.7
LN12 1,13.0,0.3
LN12 2,31.0,0.4
LN13 0,11.0,0.4
LN13 9,33.0,0.6
LN2  1,56.0,3.0
LN2  2,91.0,0.9
LN2  3,25.0,0.4
LN2  4,563.0,4.3
LN2  5,784.0,11.9
LN3  4,56.0,1.0
LN3  5,13.0,0.4
LN4  1,74.0,0.7
LN4  2,137.0,1.6
LN4  3,35.0,0.4
LN4  4,96.0,0.9
LN5  0,47.0,0.8
LN5  7,799.0,14.1
LN5  8,633.0,7.4
LN5  9,105.0,0.9
LN6  0,341.0,2.5
LN6  3,49.0,1.2
LN6  4,0.0,0.0
LN6  5,10.0,0.3
LN6  7,401.0,2.9
LN6  8,118.0,1.2
LN6  9,134.0,1.0
LN7  6,30.0,0.5
LN8  2,24.0,1.3
LN8  3,77.0,0.8
LN8  5,27.0,0.9
LN8  6,27.0,0.9
LN9  5,37.0,0.8
LN9  6,43.0,0.9
LS1  2,5.0,4.0
LS1  3,36.0,7.9
LS1  4,166.0,3.6
LS1  5,14.0,6.8
LS1  6,23.0,6.3
LS10 1,317.0,7.7
LS10 2,77.0,2.0
LS10 3,404.0,3.2
LS10 4,475.0,3.2
LS11 0,254.0,6.6
LS11 5,353.0,6.8
LS11 6,520.0,7.9
LS11 7,712.0,8.0
LS11 8,387.0,5.1
LS11 9,211.0,7.8
LS12 1,425.0,7.3
LS12 2,445.0,7.4
LS12 3,450.0,5.1
LS12 4,200.0,2.1
LS12 5,148.0,1.6
LS12 6,17.0,1.1
LS13 1,72.0,1.0
LS13 2,283.0,2.7
LS13 3,131.0,1.8
LS13 4,161.0,1.6
LS14 1,123.0,1.6
LS14 2,47.0,1.0
LS14 3,31.0,1.0
LS14 5,65.0,0.9
LS14 6,239.0,2.1
LS15 0,170.0,2.2
LS15 4,32.0,0.6
LS15 7,91.0,1.0
LS15 8,87.0,1.0
LS15 9,19.0,0.5
LS16 5,164.0,2.0
LS16 6,161.0,1.7
LS16 7,104.0,0.9
LS16 8,64.0,1.6
LS16 9,27.0,0.7
LS17 0,7.0,0.5
LS17 5,165.0,2.3
LS17 6,271.0,2.7
LS17 7,180.0,1.9
LS17 8,191.0,1.8
LS17 9,65.0,1.4
LS18 4,105.0,1.1
LS18 5,105.0,1.1
LS19 6,43.0,0.7
LS19 7,112.0,0.8
LS2  7,234.0,8.9
LS2  8,340.0,15.0
LS2  9,259.0,4.9
LS20 8,59.0,0.8
LS20 9,36.0,0.6
LS21 1,75.0,1.3
LS21 2,65.0,0.9
LS21 3,54.0,1.1
LS22 4,7.0,0.4
LS22 5,39.0,1.0
LS22 6,65.0,1.1
LS22 7,49.0,1.2
LS23 6,46.0,0.6
LS23 7,11.0,0.6
LS24 8,24.0,0.7
LS24 9,44.0,0.5
LS25 1,49.0,0.6
LS25 2,21.0,0.3
LS25 3,4.0,0.3
LS25 4,5.0,0.3
LS25 5,23.0,0.5
LS25 6,79.0,1.2
LS25 7,30.0,0.3
LS26 0,109.0,0.8
LS26 8,73.0,0.6
LS26 9,14.0,0.3
LS27 0,83.0,1.3
LS27 7,100.0,0.9
LS27 8,156.0,1.6
LS27 9,111.0,1.3
LS28 5,61.0,0.5
LS28 6,50.0,1.5
LS28 7,82.0,0.9
LS28 8,59.0,0.8
LS28 9,60.0,1.0
LS29 0,53.0,1.1
LS29 6,46.0,0.9
LS29 7,76.0,1.0
LS29 8,143.0,1.8
LS29 9,84.0,1.4
LS3  1,136.0,4.7
LS4  2,330.0,3.6
LS5  3,258.0,3.0
LS6  1,489.0,3.1
LS6  2,465.0,4.2
LS6  3,243.0,1.9
LS6  4,223.0,2.4
LS7  1,296.0,7.7
LS7  2,243.0,3.2
LS7  3,331.0,3.8
LS7  4,332.0,4.1
LS8  1,183.0,1.9
LS8  2,382.0,3.2
LS8  3,685.0,5.5
LS8  4,227.0,3.6
LS8  5,626.0,7.8
LS9  0,243.0,4.0
LS9  6,731.0,6.1
LS9  7,388.0,5.3
LS9  8,296.0,5.7
LS9  9,208.0,3.6
LU1  1,2034.0,14.2
LU1  2,250.0,18.6
LU1  3,1357.0,13.7
LU1  4,70.0,1.3
LU1  5,1258.0,10.2
LU2  0,1079.0,9.3
LU2  7,1712.0,8.2
LU2  8,433.0,3.4
LU2  9,586.0,5.0
LU3  1,1570.0,7.0
LU3  2,514.0,3.8
LU3  3,803.0,4.2
LU3  4,156.0,2.9
LU4  0,781.0,4.7
LU4  8,1127.0,6.9
LU4  9,1096.0,5.8
LU5  4,438.0,3.3
LU5  5,536.0,3.1
LU5  6,66.0,0.9
LU6  1,281.0,2.6
LU6  2,125.0,1.6
LU6  3,277.0,2.3
LU7  0,101.0,1.1
LU7  1,133.0,2.5
LU7  2,254.0,2.2
LU7  3,398.0,3.0
LU7  4,190.0,2.6
LU7  9,101.0,1.4
M1   1,57.0,7.3
M1   2,527.0,15.3
M1   3,81.0,7.5
M1   4,23.0,10.7
M1   5,360.0,11.3
M1   6,74.0,9.0
M1   7,258.0,9.6
M11  1,332.0,5.8
M11  2,187.0,5.9
M11  3,159.0,4.7
M11  4,497.0,6.1
M12  4,348.0,4.9
M12  5,536.0,6.5
M12  6,24.0,3.0
M13  0,863.0,5.2
M13  9,467.0,6.2
M14  4,689.0,7.3
M14  5,738.0,7.0
M14  6,829.0,4.1
M14  7,604.0,4.7
M15  4,624.0,7.5
M15  5,633.0,10.0
M15  6,609.0,7.9
M16  0,333.0,4.2
M16  7,418.0,5.5
M16  8,854.0,7.5
M16  9,476.0,5.4
M18  7,771.0,6.1
M18  8,652.0,6.1
M19  1,289.0,2.4
M19  2,513.0,3.9
M19  3,565.0,5.8
M20  1,314.0,4.0
M20  2,441.0,3.9
M20  3,248.0,4.0
M20  4,366.0,3.5
M20  5,113.0,2.5
M20  6,257.0,3.2
M21  0,199.0,3.1
M21  7,267.0,3.2
M21  8,141.0,2.4
M21  9,308.0,3.4
M22  0,51.0,1.6
M22  1,492.0,6.1
M22  4,321.0,3.1
M22  5,180.0,2.8
M22  8,321.0,6.6
M22  9,465.0,4.8
M23  0,318.0,3.6
M23  1,283.0,3.4
M23  2,150.0,2.5
M23  9,222.0,2.8
M24  1,152.0,1.4
M24  2,140.0,1.1
M24  4,266.0,2.9
M24  5,121.0,1.5
M24  6,195.0,3.9
M25  0,396.0,4.4
M25  1,228.0,3.0
M25  2,80.0,2.1
M25  3,84.0,2.6
M25  9,291.0,3.8
M26  1,141.0,1.4
M26  2,134.0,2.2
M26  3,60.0,0.6
M26  4,55.0,0.7
M27  0,94.0,1.3
M27  4,78.0,1.5
M27  5,138.0,1.6
M27  6,95.0,1.7
M27  8,282.0,3.0
M27  9,117.0,1.9
M28  0,140.0,2.5
M28  1,75.0,0.8
M28  2,74.0,1.3
M28  3,167.0,1.5
M28  7,57.0,0.8
M29  7,77.0,0.6
M29  8,76.0,0.8
M3   1,57.0,7.8
M3   2,12.0,8.4
M3   3,29.0,5.3
M3   4,171.0,7.5
M3   5,124.0,9.8
M3   6,428.0,11.4
M3   7,339.0,11.3
M30  0,430.0,4.3
M30  7,305.0,3.5
M30  8,278.0,3.0
M30  9,141.0,1.8
M31  4,135.0,1.6
M32  0,378.0,3.6
M32  8,235.0,3.4
M32  9,236.0,2.1
M33  2,217.0,1.7
M33  3,251.0,2.0
M33  4,208.0,1.5
M33  5,88.0,0.9
M33  6,109.0,1.6
M33  7,180.0,4.0
M34  2,73.0,0.7
M34  3,80.0,0.9
M34  5,110.0,0.9
M34  6,50.0,0.7
M34  7,81.0,1.0
M35  0,115.0,1.0
M35  9,42.0,0.4
M38  0,97.0,3.7
M38  9,183.0,1.8
M4   1,138.0,8.2
M4   4,336.0,10.0
M4   5,79.0,4.8
M4   6,53.0,4.0
M4   7,172.0,6.3
M40  0,107.0,2.5
M40  1,131.0,2.3
M40  2,190.0,3.3
M40  3,83.0,1.1
M40  5,77.0,1.9
M40  7,189.0,3.6
M40  8,241.0,6.2
M40  9,203.0,4.4
M41  0,58.0,1.0
M41  5,67.0,1.0
M41  6,42.0,0.5
M41  7,29.0,0.5
M41  8,37.0,0.6
M41  9,93.0,1.0
M43  6,63.0,0.6
M43  7,97.0,0.7
M44  5,67.0,0.9
M44  6,218.0,1.8
M45  6,168.0,3.0
M45  7,153.0,1.6
M45  8,123.0,1.6
M46  0,73.0,0.7
M46  9,83.0,0.7
M5   3,392.0,7.6
M5   4,526.0,9.3
M5   5,270.0,5.5
M50  1,183.0,19.4
M50  2,22.0,8.5
M50  3,192.0,8.5
M6   5,422.0,5.1
M6   6,375.0,6.7
M6   7,238.0,2.6
M6   8,199.0,2.2
M60  7,39.0,8.4
M60  9,36.0,3.7
M7   1,173.0,4.9
M7   2,578.0,10.8
M7   3,338.0,6.4
M7   4,1248.0,9.2
M8   0,588.0,5.9
M8   4,437.0,5.7
M8   5,500.0,8.0
M8   8,456.0,12.9
M8   9,182.0,5.2
M9   0,75.0,1.7
M9   4,590.0,7.3
M9   5,292.0,7.7
M9   6,348.0,3.8
M9   7,176.0,2.9
M9   8,450.0,5.6
ME1  1,297.0,5.3
ME1  2,318.0,2.2
ME1  3,206.0,1.9
ME10 1,215.0,1.6
ME10 2,430.0,3.0
ME10 3,363.0,4.9
ME10 4,199.0,2.1
ME10 5,69.0,2.5
ME11 5,31.0,0.9
ME12 1,123.0,1.8
ME12 2,278.0,2.2
ME12 3,95.0,0.9
ME12 4,79.0,1.2
ME13 0,63.0,1.8
ME13 7,147.0,1.6
ME13 8,227.0,2.3
ME13 9,161.0,3.1
ME14 1,236.0,7.3
ME14 2,493.0,4.6
ME14 3,54.0,2.8
ME14 4,56.0,0.9
ME14 5,269.0,2.8
ME15 0,50.0,1.2
ME15 6,629.0,6.0
ME15 7,431.0,4.0
ME15 8,197.0,1.8
ME15 9,222.0,2.0
ME16 0,329.0,2.5
ME16 8,759.0,6.6
ME16 9,91.0,1.7
ME17 1,73.0,1.5
ME17 2,56.0,1.4
ME17 3,127.0,2.2
ME17 4,163.0,2.1
ME18 5,67.0,1.4
ME18 6,16.0,0.8
ME19 4,168.0,2.2
ME19 5,68.0,1.1
ME19 6,104.0,1.4
ME2  1,33.0,0.6
ME2  2,276.0,1.9
ME2  3,204.0,1.6
ME2  4,94.0,1.4
ME20 6,120.0,0.9
ME20 7,78.0,1.1
ME3  0,16.0,1.0
ME3  7,69.0,1.1
ME3  8,75.0,0.9
ME3  9,78.0,0.8
ME4  3,119.0,4.2
ME4  4,254.0,6.5
ME4  5,1527.0,11.0
ME4  6,521.0,5.4
ME5  0,148.0,1.2
ME5  7,472.0,3.7
ME5  8,142.0,0.9
ME5  9,136.0,1.2
ME6  5,170.0,1.7
ME7  1,551.0,4.8
ME7  2,304.0,2.4
ME7  3,74.0,0.9
ME7  4,447.0,4.6
ME7  5,522.0,5.6
ME8  0,64.0,0.7
ME8  6,114.0,1.1
ME8  7,71.0,1.0
ME8  8,78.0,0.8
ME8  9,69.0,0.5
ME9  0,48.0,1.8
ME9  7,58.0,0.8
ME9  8,69.0,1.1
ME9  9,44.0,0.9
MK1  1,48.0,8.2
MK10 7,158.0,6.3
MK10 9,967.0,8.5
MK11 1,111.0,1.9
MK11 2,67.0,3.6
MK12 5,321.0,4.1
MK12 6,203.0,4.3
MK13 0,192.0,4.3
MK13 7,420.0,5.3
MK13 8,355.0,10.2
MK13 9,84.0,2.8
MK14 5,213.0,3.1
MK14 6,361.0,6.0
MK14 7,774.0,13.2
MK15 0,74.0,6.4
MK15 8,87.0,4.7
MK15 9,177.0,4.2
MK16 0,131.0,2.4
MK16 8,144.0,1.8
MK16 9,90.0,1.8
MK17 0,70.0,1.1
MK17 8,123.0,1.8
MK17 9,86.0,2.0
MK18 1,291.0,3.1
MK18 2,62.0,1.0
MK18 3,67.0,1.1
MK18 4,43.0,1.2
MK18 5,53.0,2.3
MK18 7,79.0,2.2
MK19 6,100.0,1.5
MK19 7,76.0,1.6
MK2  2,548.0,8.4
MK2  3,285.0,3.7
MK3  5,296.0,4.6
MK3  6,341.0,6.1
MK3  7,292.0,2.8
MK4  1,233.0,4.1
MK4  2,302.0,5.7
MK4  3,122.0,3.5
MK4  4,333.0,4.5
MK40 1,668.0,18.3
MK40 2,806.0,11.1
MK40 3,694.0,8.3
MK40 4,1352.0,11.5
MK41 0,585.0,6.1
MK41 6,178.0,3.9
MK41 7,854.0,7.0
MK41 8,418.0,5.3
MK41 9,647.0,7.7
MK42 0,1271.0,10.4
MK42 6,20.0,2.0
MK42 7,462.0,5.5
MK42 8,564.0,5.4
MK42 9,1793.0,14.4
MK43 0,511.0,4.2
MK43 7,122.0,1.7
MK43 8,155.0,2.2
MK43 9,114.0,1.8
MK44 1,75.0,1.4
MK44 2,38.0,1.1
MK44 3,97.0,1.5
MK45 1,198.0,1.6
MK45 2,159.0,1.5
MK45 3,100.0,1.7
MK45 4,103.0,1.1
MK45 5,67.0,1.3
MK46 4,47.0,1.5
MK46 5,90.0,1.5
MK5  6,265.0,5.0
MK5  7,339.0,4.9
MK5  8,144.0,4.4
MK6  2,1403.0,12.9
MK6  3,497.0,8.9
MK6  4,397.0,6.5
MK6  5,404.0,7.3
MK7  6,178.0,6.8
MK7  7,423.0,6.1
MK7  8,240.0,4.8
MK8  0,230.0,4.8
MK8  8,201.0,4.8
MK8  9,160.0,5.2
MK9  2,214.0,15.1
MK9  3,238.0,15.4
MK9  4,45.0,11.2
N1   0,983.0,9.2
N1   1,775.0,8.8
N1   2,1020.0,8.9
N1   3,680.0,8.5
N1   4,805.0,9.2
N1   5,777.0,8.4
N1   6,995.0,11.8
N1   7,1195.0,10.6
N1   8,755.0,9.8
N1   9,872.0,13.3
N10  1,893.0,10.3
N10  2,929.0,9.4
N10  3,817.0,8.6
N11  1,1155.0,11.9
N11  2,1652.0,15.4
N11  3,979.0,10.4
N12  0,916.0,10.9
N12  7,349.0,6.1
N12  8,889.0,11.4
N12  9,831.0,11.9
N13  4,1613.0,12.6
N13  5,1366.0,10.5
N13  6,866.0,14.4
N14  4,828.0,7.6
N14  5,546.0,8.8
N14  6,615.0,8.8
N14  7,382.0,6.5
N15  3,2283.0,21.5
N15  4,1882.0,18.2
N15  5,2012.0,20.5
N15  6,2084.0,16.1
N16  0,665.0,7.7
N16  5,1491.0,9.4
N16  6,1635.0,10.7
N16  7,1052.0,9.4
N16  8,985.0,8.6
N16  9,535.0,8.8
N17  0,1576.0,14.3
N17  6,3388.0,16.4
N17  7,1145.0,11.2
N17  8,1193.0,14.9
N17  9,2443.0,18.0
N18  1,1710.0,10.9
N18  2,1634.0,10.2
N19  3,1049.0,8.2
N19  4,1007.0,9.5
N19  5,909.0,8.7
N2   0,787.0,7.7
N2   8,713.0,11.6
N2   9,636.0,8.3
N20  0,980.0,9.0
N20  8,197.0,4.7
N20  9,269.0,6.8
N21  1,478.0,5.5
N21  2,368.0,5.3
N21  3,518.0,6.6
N22  5,3065.0,22.1
N22  6,2223.0,17.7
N22  7,746.0,10.4
