postcode sector,EUpassport2011,%
W1T  3,64.0,30.9
W1T  4,110.0,15.7
W1T  5,352.0,19.5
W1T  6,64.0,25.4
W1U  1,68.0,19.0
W1U  2,53.0,21.5
W1U  3,127.0,23.4
W1U  4,310.0,26.8
W1U  5,285.0,22.4
W1U  6,285.0,21.6
W1U  8,170.0,22.5
W1W  5,242.0,15.8
W1W  6,345.0,17.0
W1W  7,196.0,22.5
W2   1,1279.0,17.2
W2   2,1189.0,20.1
W2   3,2154.0,28.5
W2   4,2115.0,26.5
W2   5,1937.0,17.6
W2   6,1639.0,19.4
W3   0,1113.0,16.4
W3   6,2201.0,17.2
W3   7,2113.0,15.4
W3   8,1813.0,16.5
W3   9,1339.0,16.6
W4   1,966.0,11.6
W4   2,1052.0,10.6
W4   3,1080.0,9.4
W4   4,636.0,12.4
W4   5,1098.0,12.2
W5   1,1337.0,13.2
W5   2,1552.0,15.3
W5   3,1569.0,15.3
W5   4,2128.0,14.7
W5   5,663.0,13.6
W6   0,1354.0,11.1
W6   7,939.0,15.5
W6   8,1223.0,13.8
W6   9,1079.0,12.5
W7   1,1468.0,15.0
W7   2,828.0,10.7
W7   3,1924.0,16.8
W8   4,858.0,23.1
W8   5,1172.0,23.5
W8   6,1448.0,24.2
W8   7,1166.0,19.9
W9   1,2208.0,16.9
W9   2,1720.0,15.6
W9   3,1706.0,12.7
WA1  1,69.0,8.5
WA1  2,198.0,8.9
WA1  3,197.0,2.0
WA1  4,73.0,0.9
WA10 1,52.0,2.3
WA10 2,35.0,0.7
WA10 3,96.0,1.0
WA10 4,47.0,0.6
WA10 5,20.0,0.3
WA10 6,45.0,0.6
WA11 0,99.0,0.6
WA11 7,39.0,0.6
WA11 8,38.0,0.6
WA11 9,25.0,0.2
WA12 0,26.0,0.6
WA12 8,30.0,0.4
WA12 9,92.0,0.9
WA13 0,80.0,1.2
WA13 9,78.0,1.3
WA14 1,122.0,3.9
WA14 2,218.0,3.9
WA14 3,107.0,2.4
WA14 4,166.0,2.4
WA14 5,223.0,2.9
WA15 0,105.0,2.1
WA15 6,140.0,1.1
WA15 7,140.0,1.3
WA15 8,220.0,2.5
WA15 9,134.0,2.3
WA16 0,72.0,1.2
WA16 6,54.0,1.8
WA16 7,21.0,0.6
WA16 8,122.0,1.6
WA16 9,43.0,1.1
WA2  0,263.0,1.5
WA2  7,503.0,6.8
WA2  8,92.0,1.6
WA2  9,215.0,2.2
WA3  1,9.0,0.3
WA3  2,32.0,0.3
WA3  3,76.0,0.7
WA3  4,26.0,0.6
WA3  5,26.0,0.6
WA3  6,213.0,2.0
WA3  7,38.0,0.8
WA4  1,320.0,3.2
WA4  2,113.0,0.9
WA4  3,22.0,0.5
WA4  4,15.0,0.5
WA4  5,49.0,0.7
WA4  6,116.0,1.3
WA5  0,305.0,5.1
WA5  1,291.0,2.2
WA5  2,43.0,0.4
WA5  3,70.0,0.6
WA5  4,26.0,0.7
WA5  7,31.0,1.8
WA5  8,79.0,1.2
WA5  9,88.0,1.6
WA6  0,17.0,0.4
WA6  6,46.0,1.0
WA6  7,37.0,0.7
WA6  8,10.0,0.4
WA6  9,11.0,0.4
WA7  1,83.0,1.3
WA7  2,83.0,0.5
WA7  3,23.0,0.7
WA7  4,42.0,0.5
WA7  5,78.0,0.6
WA7  6,112.0,0.7
WA8  0,25.0,0.8
WA8  3,50.0,0.7
WA8  4,23.0,0.3
WA8  5,8.0,0.4
WA8  6,52.0,0.7
WA8  7,95.0,0.9
WA8  8,91.0,0.7
WA8  9,31.0,0.3
WA9  1,88.0,1.7
WA9  2,69.0,1.0
WA9  3,116.0,1.0
WA9  4,73.0,0.5
WA9  5,99.0,0.8
WC1A 1,67.0,25.0
WC1A 2,27.0,9.7
WC1B 3,213.0,19.5
WC1B 4,99.0,17.2
WC1E 6,212.0,16.5
WC1E 7,111.0,11.1
WC1H 0,163.0,12.7
WC1H 8,279.0,9.7
WC1H 9,644.0,15.4
WC1N 1,450.0,14.1
WC1N 2,258.0,15.9
WC1N 3,203.0,8.2
WC1R 4,88.0,14.0
WC1V 6,37.0,10.1
WC1V 7,46.0,7.8
WC1X 0,426.0,12.8
WC1X 8,74.0,23.8
WC1X 9,603.0,14.0
WC2B 4,84.0,12.9
WC2B 5,149.0,11.9
WC2E 7,97.0,15.1
WC2E 9,51.0,19.3
WC2H 0,132.0,17.0
WC2H 7,25.0,10.3
WC2H 8,44.0,22.3
WC2H 9,174.0,13.7
WC2N 4,66.0,23.7
WC2N 5,57.0,12.3
WC2N 6,40.0,13.8
WD17 1,139.0,12.8
WD17 2,406.0,12.7
WD17 3,136.0,3.5
WD17 4,368.0,4.8
WD18 0,993.0,12.7
WD18 6,326.0,6.5
WD18 7,1126.0,10.3
WD18 8,30.0,4.7
WD19 4,351.0,3.6
WD19 5,144.0,3.0
WD19 6,400.0,5.6
WD19 7,417.0,7.5
WD23 1,209.0,3.6
WD23 2,345.0,4.2
WD23 3,188.0,3.4
WD23 4,158.0,2.5
WD24 4,238.0,5.7
WD24 5,481.0,7.1
WD24 6,374.0,7.2
WD24 7,267.0,4.8
WD25 0,327.0,4.1
WD25 7,311.0,3.8
WD25 8,56.0,4.1
WD25 9,458.0,4.5
WD3  1,152.0,3.5
WD3  3,190.0,1.6
WD3  4,113.0,3.0
WD3  5,187.0,2.5
WD3  6,13.0,1.1
WD3  7,88.0,2.5
WD3  8,110.0,1.7
WD3  9,80.0,3.1
WD4  8,148.0,1.9
WD4  9,66.0,1.9
WD5  0,205.0,1.8
WD6  1,576.0,7.9
WD6  2,479.0,5.3
WD6  3,273.0,5.0
WD6  4,548.0,6.5
WD6  5,363.0,4.9
WD7  7,99.0,3.4
WD7  8,200.0,3.8
WD7  9,159.0,3.7
WF1  1,107.0,9.3
WF1  2,129.0,1.8
WF1  3,488.0,5.5
WF1  4,754.0,7.4
WF1  5,706.0,10.7
WF10 1,44.0,1.7
WF10 2,57.0,0.6
WF10 3,127.0,1.0
WF10 4,131.0,1.2
WF10 5,154.0,1.5
WF11 0,95.0,1.6
WF11 8,57.0,0.9
WF11 9,37.0,0.8
WF12 0,48.0,0.5
WF12 7,77.0,1.0
WF12 8,87.0,1.3
WF12 9,126.0,1.3
WF13 1,36.0,2.4
WF13 2,203.0,3.2
WF13 3,293.0,2.6
WF13 4,136.0,1.7
WF14 0,32.0,0.4
WF14 8,24.0,0.6
WF14 9,29.0,0.3
WF15 6,55.0,1.1
WF15 7,42.0,0.6
WF15 8,38.0,0.8
WF16 0,52.0,1.1
WF16 9,82.0,1.1
WF17 0,89.0,1.1
WF17 5,78.0,2.3
WF17 6,112.0,1.6
WF17 7,118.0,0.9
WF17 8,51.0,0.8
WF17 9,69.0,1.2
WF2  0,252.0,2.2
WF2  6,58.0,0.7
WF2  7,221.0,2.7
WF2  8,374.0,2.7
WF2  9,402.0,4.1
WF3  1,72.0,0.6
WF3  2,58.0,1.1
WF3  3,56.0,0.6
WF3  4,82.0,1.1
WF4  1,56.0,0.6
WF4  2,51.0,0.8
WF4  3,73.0,0.8
WF4  4,50.0,0.6
WF4  5,36.0,0.7
WF4  6,33.0,0.7
WF5  0,50.0,0.6
WF5  8,60.0,1.0
WF5  9,65.0,1.0
WF6  1,299.0,2.6
WF6  2,172.0,1.7
WF7  5,58.0,0.8
WF7  6,44.0,0.7
WF7  7,54.0,0.8
WF8  1,62.0,1.4
WF8  2,210.0,1.4
WF8  3,43.0,0.7
WF8  4,61.0,0.8
WF9  1,105.0,1.5
WF9  2,334.0,3.2
WF9  3,132.0,1.5
WF9  4,61.0,0.7
WF9  5,42.0,0.9
WN1  1,27.0,6.2
WN1  2,164.0,1.7
WN1  3,283.0,2.9
WN2  1,39.0,0.5
WN2  2,162.0,2.0
WN2  3,75.0,0.8
WN2  4,58.0,0.4
WN2  5,151.0,1.3
WN3  4,118.0,2.1
WN3  5,111.0,0.9
WN3  6,31.0,0.2
WN4  0,36.0,0.4
WN4  8,58.0,0.7
WN4  9,49.0,0.5
WN5  0,107.0,1.3
WN5  7,36.0,0.3
WN5  8,62.0,0.6
WN5  9,219.0,1.7
WN6  0,73.0,0.6
WN6  7,163.0,1.7
WN6  8,95.0,0.8
WN6  9,26.0,0.5
WN7  1,191.0,2.1
WN7  2,165.0,1.6
WN7  3,81.0,0.8
WN7  4,136.0,1.9
WN7  5,147.0,1.3
WN8  0,31.0,0.5
WN8  6,573.0,3.4
WN8  7,44.0,1.0
WN8  8,221.0,2.1
WN8  9,376.0,4.4
WR1  1,291.0,7.6
WR1  2,131.0,7.6
WR1  3,197.0,5.8
WR10 1,95.0,1.4
WR10 2,32.0,0.5
WR10 3,86.0,1.8
WR11 1,373.0,5.4
WR11 2,436.0,6.5
WR11 3,349.0,8.6
WR11 4,594.0,7.5
WR11 7,99.0,1.2
WR11 8,86.0,1.1
WR12 7,68.0,1.3
WR13 5,44.0,1.3
WR13 6,60.0,1.3
WR14 1,124.0,1.1
WR14 2,104.0,0.9
WR14 3,227.0,3.7
WR14 4,55.0,1.0
WR15 8,95.0,1.3
WR2  4,108.0,1.1
WR2  5,320.0,2.7
WR2  6,141.0,1.7
WR3  7,106.0,1.0
WR3  8,214.0,2.3
WR4  0,228.0,2.2
WR4  9,510.0,3.3
WR5  1,489.0,4.8
WR5  2,167.0,2.0
WR5  3,225.0,1.8
WR6  5,48.0,0.9
WR6  6,75.0,1.1
WR7  4,26.0,0.5
WR8  0,53.0,0.9
WR8  9,17.0,0.6
WR9  0,75.0,1.4
WR9  7,89.0,0.9
WR9  8,173.0,1.5
WR9  9,198.0,4.5
WS1  1,29.0,7.0
WS1  2,316.0,4.0
WS1  3,394.0,4.4
WS1  4,298.0,3.0
WS10 0,211.0,1.5
WS10 7,102.0,1.7
WS10 8,204.0,1.6
WS10 9,238.0,1.7
WS11 0,68.0,1.6
WS11 1,53.0,0.6
WS11 4,31.0,0.7
WS11 5,45.0,0.6
WS11 6,25.0,0.6
WS11 7,31.0,0.7
WS11 8,15.0,0.9
WS11 9,26.0,0.3
WS12 0,11.0,0.3
WS12 1,21.0,0.4
WS12 2,26.0,0.4
WS12 3,24.0,0.5
WS12 4,89.0,0.6
WS13 6,210.0,2.4
WS13 7,232.0,2.1
WS13 8,81.0,1.2
WS14 0,55.0,1.2
WS14 9,167.0,1.3
WS15 1,64.0,0.6
WS15 2,68.0,0.5
WS15 3,18.0,0.4
WS15 4,73.0,1.0
WS2  0,57.0,0.7
WS2  7,126.0,1.6
WS2  8,450.0,4.2
WS2  9,318.0,2.8
WS3  1,226.0,1.8
WS3  2,76.0,0.6
WS3  3,86.0,0.6
WS3  4,29.0,0.3
WS3  5,1.0,0.0
WS4  1,69.0,0.6
WS4  2,77.0,1.7
WS5  3,89.0,0.9
WS5  4,175.0,1.5
WS6  6,24.0,0.3
WS6  7,26.0,0.3
WS7  0,9.0,0.2
WS7  1,16.0,0.3
WS7  2,17.0,0.3
WS7  3,14.0,0.9
WS7  4,28.0,0.4
WS7  9,33.0,0.5
WS8  6,60.0,1.0
WS8  7,60.0,0.6
WS9  0,37.0,0.4
WS9  8,39.0,0.5
WS9  9,50.0,0.6
WV1  1,461.0,18.6
WV1  2,201.0,2.1
WV1  3,40.0,5.6
WV1  4,345.0,9.3
WV10 0,768.0,6.8
WV10 6,210.0,1.8
WV10 7,34.0,0.5
WV10 8,109.0,0.9
WV10 9,608.0,4.2
WV11 1,168.0,1.4
WV11 2,50.0,0.5
WV11 3,106.0,0.9
WV12 4,54.0,0.5
WV12 5,34.0,0.2
WV13 1,48.0,0.8
WV13 2,68.0,1.0
WV13 3,68.0,0.9
WV14 0,141.0,2.4
WV14 6,125.0,1.4
WV14 7,146.0,3.3
WV14 8,153.0,1.1
WV14 9,98.0,0.7
WV15 5,24.0,0.6
WV15 6,24.0,0.6
WV16 4,64.0,0.9
WV16 5,22.0,0.7
WV16 6,30.0,0.4
WV2  1,276.0,8.7
WV2  2,110.0,2.2
WV2  3,191.0,4.6
WV2  4,86.0,3.7
WV3  0,506.0,6.9
WV3  7,70.0,1.0
WV3  8,31.0,0.5
WV3  9,305.0,3.8
WV4  4,109.0,0.8
WV4  5,135.0,1.2
WV4  6,193.0,1.9
WV5  0,19.0,0.3
WV5  7,12.0,0.4
WV5  8,17.0,0.4
WV5  9,4.0,0.1
WV6  0,1050.0,7.8
WV6  7,71.0,0.5
WV6  8,127.0,1.2
WV6  9,82.0,1.1
WV7  3,64.0,0.9
WV8  1,108.0,1.0
WV8  2,22.0,0.5
WV9  5,109.0,1.5
YO1  6,128.0,6.5
YO1  7,27.0,3.7
YO1  9,98.0,5.4
YO10 3,586.0,4.6
YO10 4,372.0,4.1
YO10 5,472.0,5.5
YO11 1,245.0,6.2
YO11 2,313.0,4.2
YO11 3,61.0,0.5
YO12 4,81.0,0.9
YO12 5,122.0,1.3
YO12 6,103.0,1.0
YO12 7,400.0,3.5
YO13 0,68.0,1.3
YO13 9,25.0,0.5
YO14 0,26.0,0.5
YO14 9,22.0,0.4
YO15 1,8.0,0.2
YO15 2,94.0,2.0
YO15 3,61.0,1.1
YO16 4,62.0,0.7
YO16 6,37.0,0.5
YO16 7,54.0,0.6
YO17 6,28.0,1.0
YO17 7,85.0,1.7
YO17 8,50.0,0.9
YO17 9,101.0,1.3
YO18 7,25.0,0.5
YO18 8,28.0,0.5
YO19 4,18.0,1.2
YO19 5,43.0,1.0
YO19 6,54.0,0.8
YO21 1,45.0,0.8
YO21 2,48.0,1.6
YO21 3,44.0,0.9
YO22 4,43.0,0.7
YO22 5,7.0,0.2
YO23 1,304.0,3.7
YO23 2,28.0,0.7
YO23 3,59.0,1.0
YO23 7,9.0,0.8
YO24 1,98.0,1.8
YO24 2,92.0,1.2
YO24 3,123.0,1.4
YO24 4,184.0,2.3
YO25 3,8.0,0.3
YO25 4,32.0,0.7
YO25 5,33.0,0.5
YO25 6,69.0,1.1
YO25 8,21.0,0.4
YO25 9,45.0,0.6
YO26 4,211.0,3.5
YO26 5,164.0,1.4
YO26 6,53.0,1.0
YO26 7,13.0,0.6
YO26 8,25.0,0.9
YO26 9,43.0,2.3
YO30 1,18.0,0.7
YO30 2,34.0,1.9
YO30 4,45.0,1.6
YO30 5,99.0,1.3
YO30 6,337.0,3.5
YO30 7,148.0,6.2
YO31 0,191.0,2.9
YO31 1,67.0,1.4
YO31 7,275.0,5.2
YO31 8,298.0,4.2
YO31 9,146.0,2.2
YO32 2,28.0,0.5
YO32 3,56.0,0.8
YO32 4,18.0,0.7
YO32 5,57.0,0.9
YO32 9,69.0,0.9
YO41 1,50.0,0.8
YO41 4,9.0,0.4
YO41 5,23.0,0.9
YO42 1,32.0,1.5
YO42 2,122.0,1.5
YO42 4,56.0,1.4
YO43 3,79.0,1.1
YO43 4,36.0,0.7
YO51 9,120.0,2.2
YO60 6,6.0,0.4
YO60 7,18.0,0.6
YO61 1,27.0,0.5
YO61 2,16.0,1.3
YO61 3,45.0,0.8
YO61 4,15.0,0.7
YO62 4,148.0,5.0
YO62 5,56.0,2.0
YO62 6,61.0,1.4
YO62 7,23.0,1.2
YO7  1,228.0,2.5
YO7  2,26.0,1.0
YO7  3,59.0,1.3
YO7  4,40.0,1.1
YO8  3,124.0,2.8
YO8  4,422.0,6.0
YO8  5,90.0,1.4
YO8  6,32.0,0.6
YO8  8,274.0,3.3
YO8  9,122.0,1.0
CF10 1,70.0,8.7
CF10 2,104.0,6.0
CF10 3,97.0,4.9
CF10 4,231.0,5.7
CF10 5,324.0,5.3
CF11 0,142.0,6.3
CF11 6,781.0,6.4
CF11 7,550.0,5.6
CF11 8,187.0,4.8
CF11 9,377.0,4.9
CF14 0,62.0,1.2
CF14 1,191.0,1.9
CF14 2,154.0,1.4
CF14 3,423.0,3.5
CF14 4,158.0,1.7
CF14 5,222.0,2.3
CF14 6,66.0,0.7
CF14 7,61.0,1.3
CF14 9,99.0,1.4
CF15 7,46.0,0.8
CF15 8,79.0,1.2
CF15 9,54.0,0.9
CF23 5,319.0,3.1
CF23 6,214.0,2.0
CF23 7,167.0,2.1
CF23 8,151.0,2.1
CF23 9,170.0,1.6
CF24 0,374.0,6.9
CF24 1,544.0,9.7
CF24 2,503.0,3.9
CF24 3,805.0,7.0
CF24 4,862.0,4.3
CF24 5,7.0,2.1
CF3  0,257.0,2.1
CF3  1,63.0,1.3
CF3  2,46.0,1.4
CF3  3,92.0,1.3
CF3  4,99.0,1.7
CF3  5,91.0,1.1
CF3  6,12.0,0.9
CF31 1,219.0,2.4
CF31 2,267.0,2.3
CF31 3,157.0,3.7
CF31 4,231.0,1.7
CF31 5,56.0,0.9
CF32 0,19.0,0.4
CF32 7,19.0,0.3
CF32 8,15.0,0.2
CF32 9,99.0,0.9
CF33 4,52.0,0.7
CF33 6,51.0,0.7
CF34 0,25.0,0.2
CF34 9,44.0,0.5
CF35 5,42.0,0.7
CF35 6,52.0,0.5
CF36 3,56.0,0.6
CF36 5,66.0,0.9
CF37 1,223.0,2.2
CF37 2,60.0,1.1
CF37 3,43.0,0.6
CF37 4,53.0,0.8
CF37 5,73.0,0.9
CF38 1,37.0,0.4
CF38 2,46.0,0.3
CF39 0,10.0,0.2
CF39 8,45.0,0.3
CF39 9,34.0,0.4
CF40 1,42.0,0.4
CF40 2,29.0,0.3
CF41 7,38.0,0.4
CF42 5,16.0,0.3
CF42 6,29.0,0.4
CF43 3,22.0,0.5
CF43 4,12.0,0.2
CF44 0,51.0,0.7
CF44 6,41.0,0.4
CF44 7,50.0,1.4
CF44 8,42.0,0.5
CF44 9,43.0,0.5
CF45 3,79.0,0.8
CF45 4,71.0,0.8
CF46 5,23.0,0.4
CF46 6,36.0,0.5
CF47 0,227.0,3.0
CF47 8,120.0,3.7
CF47 9,308.0,2.8
CF48 1,162.0,1.8
CF48 2,79.0,1.3
CF48 3,228.0,5.3
CF48 4,62.0,0.8
CF5  1,405.0,3.6
CF5  2,122.0,1.2
CF5  3,156.0,1.3
CF5  4,275.0,1.7
CF5  5,151.0,1.3
CF5  6,43.0,0.9
CF61 1,105.0,2.2
CF61 2,42.0,0.8
CF62 3,31.0,0.4
CF62 4,39.0,0.8
CF62 5,26.0,1.0
CF62 6,34.0,0.6
CF62 7,77.0,1.1
CF62 8,43.0,0.6
CF62 9,17.0,0.3
CF63 1,59.0,0.6
CF63 2,49.0,0.9
CF63 3,19.0,1.4
CF63 4,68.0,1.2
CF64 1,128.0,2.4
CF64 2,85.0,1.0
CF64 3,94.0,1.1
CF64 4,72.0,0.9
CF64 5,67.0,1.0
CF71 7,82.0,0.9
CF72 8,93.0,0.9
CF72 9,81.0,0.6
CF81 8,35.0,0.4
CF81 9,26.0,0.3
CF82 6,1.0,0.1
CF82 7,86.0,0.6
CF82 8,32.0,0.5
CF83 1,88.0,0.7
CF83 2,103.0,0.8
CF83 3,103.0,0.8
CF83 4,49.0,0.7
CF83 8,70.0,0.7
LD1  5,76.0,1.4
LD1  6,49.0,0.8
LD2  3,42.0,0.7
LD3  0,57.0,1.3
LD3  7,79.0,1.5
LD3  8,63.0,1.4
LD3  9,81.0,1.6
LD4  4,3.0,0.4
LD5  4,9.0,0.8
LD6  5,15.0,0.6
LD7  1,26.0,0.5
LD8  2,44.0,1.1
LL11 1,57.0,8.2
LL11 2,225.0,3.0
LL11 3,124.0,1.8
LL11 4,120.0,1.3
LL11 5,101.0,1.5
LL11 6,125.0,1.8
LL12 0,95.0,1.2
LL12 7,180.0,2.4
LL12 8,68.0,0.9
LL12 9,32.0,0.6
LL13 0,143.0,1.8
LL13 7,968.0,12.2
LL13 8,887.0,11.0
LL13 9,317.0,2.9
LL14 1,90.0,1.9
LL14 2,128.0,1.5
LL14 3,97.0,1.4
LL14 4,84.0,2.0
LL14 5,23.0,0.5
LL14 6,116.0,2.8
LL15 1,79.0,1.1
LL15 2,21.0,0.6
LL16 3,65.0,1.0
LL16 4,33.0,0.7
LL16 5,10.0,0.2
LL17 0,27.0,0.5
LL18 1,79.0,2.0
LL18 2,43.0,0.5
LL18 3,58.0,1.2
LL18 4,81.0,0.8
LL18 5,46.0,0.5
LL18 6,14.0,0.5
LL19 7,57.0,0.8
LL19 8,28.0,0.4
LL19 9,32.0,0.6
LL20 7,41.0,0.9
LL20 8,29.0,0.8
LL21 0,27.0,1.2
LL21 9,21.0,0.6
LL22 7,33.0,0.4
LL22 8,22.0,0.4
LL22 9,10.0,0.2
LL23 7,33.0,0.8
LL24 0,20.0,1.0
LL25 0,6.0,1.3
LL26 0,47.0,1.0
LL27 0,4.0,0.5
LL28 4,85.0,1.0
LL28 5,38.0,0.6
LL29 6,21.0,1.1
LL29 7,116.0,2.6
LL29 8,56.0,0.9
LL29 9,32.0,0.4
LL30 1,165.0,1.7
LL30 2,295.0,4.0
LL30 3,47.0,1.0
LL31 9,81.0,0.9
LL32 8,46.0,0.7
LL33 0,30.0,0.8
LL34 6,25.0,0.6
LL35 0,6.0,0.7
LL36 0,5.0,0.3
LL36 9,5.0,0.2
LL37 2,6.0,1.1
LL38 2,0.0,0.0
LL39 1,1.0,0.3
LL40 1,22.0,1.0
LL40 2,10.0,0.5
LL41 3,24.0,0.8
LL41 4,19.0,0.5
LL42 1,19.0,0.8
LL43 2,2.0,0.4
LL44 2,2.0,0.2
LL45 2,6.0,0.9
LL46 2,10.0,0.5
LL47 6,6.0,1.1
LL48 6,12.0,0.5
LL49 9,42.0,0.9
LL51 9,2.0,0.3
LL52 0,26.0,1.0
LL53 5,79.0,1.7
LL53 6,27.0,0.5
LL53 7,37.0,1.1
LL53 8,20.0,0.6
LL54 5,21.0,0.6
LL54 6,13.0,0.3
LL54 7,31.0,0.8
LL55 1,47.0,0.9
LL55 2,62.0,0.9
LL55 3,15.0,0.5
LL55 4,45.0,0.7
LL56 4,46.0,2.0
LL57 1,127.0,2.1
LL57 2,281.0,2.8
LL57 3,36.0,0.6
LL57 4,123.0,2.0
LL58 8,36.0,0.9
LL59 5,94.0,1.7
LL60 6,15.0,0.5
LL61 5,25.0,0.8
LL61 6,16.0,0.5
LL62 5,14.0,0.8
LL63 5,0.0,0.0
LL64 5,10.0,1.0
LL65 1,29.0,0.5
LL65 2,40.0,0.5
LL65 3,23.0,0.4
LL65 4,12.0,0.3
LL67 0,8.0,0.6
LL68 0,3.0,0.2
LL68 9,31.0,0.6
LL69 9,2.0,0.3
LL70 9,2.0,0.6
LL71 7,0.0,0.0
LL71 8,3.0,0.2
LL72 8,3.0,0.4
LL73 8,0.0,0.0
LL74 8,11.0,0.5
LL75 8,8.0,0.5
LL76 8,0.0,0.0
LL77 7,48.0,0.7
LL78 8,1.0,0.2
NP10 0,6.0,0.4
NP10 8,257.0,2.1
NP10 9,108.0,1.1
NP11 3,16.0,0.3
NP11 4,23.0,0.4
NP11 5,36.0,0.5
NP11 6,45.0,0.4
NP11 7,44.0,0.5
NP12 0,38.0,0.5
NP12 1,73.0,0.9
NP12 2,32.0,0.4
NP12 3,49.0,0.6
NP13 1,60.0,0.7
NP13 2,56.0,0.9
NP13 3,12.0,0.2
NP15 1,44.0,0.8
NP15 2,13.0,0.5
NP16 5,231.0,2.0
NP16 6,72.0,1.0
NP16 7,66.0,1.2
NP18 1,48.0,1.0
NP18 2,35.0,0.6
NP18 3,61.0,1.0
NP19 0,526.0,4.8
NP19 4,71.0,1.4
NP19 7,157.0,1.2
NP19 8,213.0,2.3
NP19 9,205.0,1.5
NP20 1,76.0,11.0
NP20 2,329.0,4.4
NP20 3,150.0,1.4
NP20 4,230.0,3.5
NP20 5,149.0,1.6
NP20 6,82.0,1.0
NP20 7,99.0,1.3
NP22 3,91.0,1.2
NP22 4,38.0,0.5
NP22 5,11.0,0.2
NP23 4,58.0,0.6
NP23 5,27.0,0.3
NP23 6,87.0,1.0
NP23 7,6.0,0.2
NP23 8,23.0,1.6
NP24 6,35.0,0.7
NP25 3,65.0,1.2
NP25 4,21.0,0.6
NP25 5,61.0,1.0
NP26 3,55.0,0.6
NP26 4,37.0,0.5
NP26 5,39.0,0.7
NP4  0,24.0,0.3
NP4  5,23.0,0.2
NP4  6,24.0,0.3
NP4  7,18.0,0.3
NP4  8,20.0,0.2
NP4  9,29.0,0.5
NP44 1,42.0,0.5
NP44 2,21.0,0.4
NP44 3,31.0,0.4
NP44 4,22.0,0.3
NP44 5,13.0,0.2
NP44 6,30.0,0.6
NP44 7,18.0,0.3
NP44 8,14.0,0.4
NP7  0,14.0,0.4
NP7  5,51.0,1.1
NP7  6,47.0,0.8
NP7  7,49.0,1.6
NP7  8,18.0,0.6
NP7  9,37.0,0.7
NP8  1,61.0,1.1
SA1  1,136.0,4.1
SA1  2,106.0,1.9
SA1  3,110.0,2.8
SA1  4,170.0,3.7
SA1  5,17.0,3.8
SA1  6,539.0,3.5
SA1  7,78.0,1.2
SA1  8,167.0,2.2
SA10 6,43.0,0.5
SA10 7,57.0,0.6
SA10 8,26.0,0.4
SA10 9,11.0,0.3
SA11 1,37.0,0.6
SA11 2,62.0,0.6
SA11 3,53.0,0.5
SA11 4,11.0,0.4
SA11 5,11.0,0.2
SA12 6,84.0,0.8
SA12 7,36.0,0.4
SA12 8,36.0,0.5
SA12 9,16.0,0.2
SA13 1,48.0,0.8
SA13 2,26.0,0.3
SA13 3,9.0,0.2
SA14 6,77.0,1.1
SA14 7,30.0,0.5
SA14 8,195.0,1.5
SA14 9,118.0,1.5
SA15 1,390.0,4.1
SA15 2,432.0,5.2
SA15 3,188.0,2.7
SA15 4,77.0,1.4
SA15 5,45.0,0.7
SA16 0,47.0,0.5
SA17 4,40.0,0.6
SA17 5,18.0,0.6
SA18 1,23.0,0.2
SA18 2,63.0,0.7
SA18 3,53.0,0.5
SA19 6,31.0,1.0
SA19 7,21.0,0.8
SA19 8,21.0,1.0
SA19 9,5.0,0.3
SA2  0,304.0,2.2
SA2  7,103.0,0.9
SA2  8,115.0,1.9
SA2  9,108.0,1.6
SA20 0,61.0,1.7
SA3  1,30.0,0.9
SA3  2,31.0,1.1
SA3  3,12.0,0.3
SA3  4,106.0,1.4
SA3  5,114.0,1.2
SA31 1,183.0,3.2
SA31 2,51.0,1.3
SA31 3,194.0,2.7
SA32 7,28.0,0.7
SA32 8,25.0,0.7
SA33 4,29.0,0.5
SA33 5,26.0,0.9
SA33 6,21.0,0.5
SA34 0,35.0,0.6
SA35 0,2.0,0.3
SA36 0,2.0,0.5
SA37 0,14.0,1.1
SA38 9,43.0,0.9
SA39 9,27.0,1.2
SA4  0,29.0,0.9
SA4  3,66.0,0.6
SA4  4,85.0,0.8
SA4  6,35.0,0.5
SA4  8,50.0,0.7
SA4  9,38.0,0.7
SA40 9,154.0,4.3
SA41 3,11.0,0.6
SA42 0,23.0,1.0
SA43 1,41.0,0.9
SA43 2,39.0,0.7
SA43 3,12.0,0.5
SA44 4,38.0,1.0
SA44 5,13.0,0.3
SA44 6,16.0,0.6
SA45 9,18.0,1.0
SA46 0,40.0,1.5
SA47 0,9.0,0.7
SA48 7,141.0,3.1
SA48 8,88.0,2.0
SA5  4,73.0,1.3
SA5  5,206.0,2.6
SA5  7,101.0,1.6
SA5  8,104.0,1.2
SA5  9,56.0,0.7
SA6  5,66.0,0.7
SA6  6,108.0,0.8
SA6  7,99.0,1.4
SA6  8,111.0,2.4
SA61 1,73.0,0.9
SA61 2,101.0,1.6
SA62 3,40.0,0.8
SA62 4,32.0,0.7
SA62 5,40.0,0.7
SA62 6,46.0,0.8
SA63 4,9.0,0.8
SA64 0,33.0,1.3
SA65 9,30.0,0.7
SA66 7,26.0,0.9
SA67 7,25.0,1.1
SA67 8,23.0,0.5
SA68 0,22.0,0.5
SA69 9,32.0,0.9
SA7  0,11.0,0.5
SA7  9,187.0,1.4
SA70 7,66.0,2.0
SA70 8,59.0,0.9
SA71 4,50.0,0.9
