postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%
L23  8,E14000916,72.36,0.08177399027786113,1.3,6.3,1,2.7,1.3,4.3,4.2,13.4
L22  2,E14000916,72.36,0.08177399027786113,0.9,4.5,1.3,2.5,2.1,6.4,5.8,16.8
L23  5,E14000916,72.36,0.08177399027786113,0.3,6.1,0.9,1.9,2,5.5,5.2,21.5
L23  7,E14000916,72.36,0.08177399027786113,0.8,6.1,1.4,3.1,2.7,5.5,4.2,15.8
L22  6,E14000916,72.36,0.08177399027786113,0.7,6.4,1,2.6,2.4,5.7,5.6,20.7
L23  3,E14000916,72.36,0.08177399027786113,0.6,6.3,1.3,1.8,1.9,5.2,4.2,18.3
L22  7,E14000916,72.36,0.08177399027786113,1.1,5.3,1.1,2.8,2.4,6.2,5.9,18.8
L23  2,E14000916,72.36,0.08177399027786113,0.3,5.8,1.1,2.8,2.5,6.3,4.6,13.9
L37  1,E14000916,72.36,0.08177399027786113,0.5,5.6,0.9,2.3,1.8,4.1,2.9,11.2
L37  7,E14000916,72.36,0.08177399027786113,1.1,6.8,1,2.7,2.1,3.7,2.9,14.4
L37  2,E14000916,72.36,0.08177399027786113,0.7,6.3,1.2,2.7,2.3,4.1,3.4,13.7
L37  3,E14000916,72.36,0.08177399027786113,1.1,5.1,1.1,2.4,1.9,4.3,3.5,15.8
L37  4,E14000916,72.36,0.08177399027786113,0.7,5.9,1.4,2.5,1.7,3.5,3.4,17.9
L37  8,E14000916,72.36,0.08177399027786113,0.4,4.6,0.8,1.8,2.6,4.1,4.3,16.2
L37  6,E14000916,72.36,0.08177399027786113,0.5,6.5,1.1,3.5,2.1,3.7,3.6,18
L37  0,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L38  0,E14000916,72.36,0.08177399027786113,0.4,3.5,0.2,1.9,1,4.4,5.2,8.5
L38  9,E14000916,72.36,0.08177399027786113,0.6,5,1.1,2.8,1.6,5.4,3.6,13.7
L23  4,E14000916,72.36,0.08177399027786113,0.4,4.7,0.8,2.3,2.1,7.1,4.8,12.7
L23  1,E14000916,72.36,0.08177399027786113,0.3,5,1.1,2.5,2.5,5.1,4.6,13.8
L23  9,E14000916,72.36,0.08177399027786113,0.3,6,1.6,3.1,2.8,6.5,4.7,15.9
L23  0,E14000916,72.36,0.08177399027786113,0.6,6.7,1.6,2.7,2.5,5,4.1,18.1
L38  3,E14000916,72.36,0.08177399027786113,0.3,4.5,0.3,3.3,2.7,6.6,4.5,11.4
L29  8,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L29  1,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L29  5,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L10  6,E14000916,72.36,0.08177399027786113,0.2,3.8,1,2.1,2.5,6,4.8,15.2
L10  2,E14000916,72.36,0.08177399027786113,0.1,4.6,1,2.7,2.3,5.6,3.8,14.2
L31  1,E14000916,72.36,0.08177399027786113,0.3,5.5,1.4,2.8,2,6.8,6.4,24.1
L31  7,E14000916,72.36,0.08177399027786113,0.3,5,1.5,2.5,2.4,5.2,4.1,14.2
L10  8,E14000916,72.36,0.08177399027786113,0.2,4.7,0.7,2,2.5,6.2,4.5,13.1
L31  5,E14000916,72.36,0.08177399027786113,0.6,6.2,1.7,2.6,2.8,5.9,5.8,19.9
L10  3,E14000916,72.36,0.08177399027786113,0.5,4.9,1.5,3.1,2.7,6.3,5.3,17.1
L30  1,E14000916,72.36,0.08177399027786113,0.6,6.7,1.7,3.5,2.8,7.3,7.3,20.3
L9   5,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L9   0,E14000916,72.36,0.08177399027786113,0.7,5.6,1.2,2.3,2,7.1,7.3,22.8
L10  1,E14000916,72.36,0.08177399027786113,0.1,6.3,1.1,2.1,3,6,5.3,21.5
L29  7,E14000916,72.36,0.08177399027786113,0,6.2,1.7,3,2.5,4.7,9.2,19.6
L31  8,E14000916,72.36,0.08177399027786113,0.2,5.5,1.3,2.1,2.4,4.9,3.6,14.5
L31  4,E14000916,72.36,0.08177399027786113,0.6,5.3,1.1,2.4,2.4,6,3.9,15.7
L31  2,E14000916,72.36,0.08177399027786113,0.4,5.1,0.8,2.5,1.6,5.1,4.6,15.9
L31  9,E14000916,72.36,0.08177399027786113,0.2,5.5,1,2.7,2.4,5.5,4.7,15.7
L29  6,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L31  0,E14000916,72.36,0.08177399027786113,0.3,5.5,1.2,2.7,2,4.7,3.9,16.3
L30  7,E14000916,72.36,0.08177399027786113,0.1,4.9,1.1,2.9,2.6,6,5.7,18.1
L31  6,E14000916,72.36,0.08177399027786113,0.3,4.8,1.1,2.4,1.8,5.4,5,15.2
L29  9,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L31  3,E14000916,72.36,0.08177399027786113,0.4,4.5,0.9,2.6,1.4,4.9,2.7,10.8
L38  1,E14000916,72.36,0.08177399027786113,0.7,7.1,0.3,3.7,1.7,3.1,1.7,15.3
L29  3,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L38  6,E14000916,72.36,0.08177399027786113,0.5,4.5,0.5,1.8,2.3,4.5,1.8,11.3
L38  7,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L38  5,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L38  4,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
L38  8,E14000916,72.36,0.08177399027786113,NA,NA,NA,NA,NA,NA,NA,NA
CA7  8,E14000877,67.35,0.08153235690276547,0.5,6.1,1.4,2.6,2.2,2.8,3.4,17.9
CA5  7,E14000877,67.35,0.08153235690276547,0.7,6.5,1.3,3.5,2.8,4,3.1,14.7
CA7  0,E14000877,67.35,0.08153235690276547,0.3,6,1.2,2.4,2,4.5,4.1,15.1
CA7  9,E14000877,67.35,0.08153235690276547,0.5,6.8,1.2,3.1,2.4,4.8,4.1,19.7
CA7  5,E14000877,67.35,0.08153235690276547,0.3,6.1,1.3,3.3,2.2,3.1,2.9,16.2
CA7  7,E14000877,67.35,0.08153235690276547,NA,NA,NA,NA,NA,NA,NA,NA
CA8  1,E14000877,67.35,0.08153235690276547,0.5,6.1,1.4,2.3,1.9,4.2,4.5,16.7
CA8  2,E14000877,67.35,0.08153235690276547,0.5,7,1.6,2.3,2.2,4.3,2.9,16.2
CA8  0,E14000877,67.35,0.08153235690276547,NA,NA,NA,NA,NA,NA,NA,NA
CA6  4,E14000877,67.35,0.08153235690276547,0.8,5.4,1.2,2.5,1.9,4.3,3.5,19.3
CA8  7,E14000877,67.35,0.08153235690276547,0.2,3.3,0.8,2.4,2.6,5.2,3.7,15.1
CA8  9,E14000877,67.35,0.08153235690276547,0.5,6.8,1.1,2.3,2,3.2,3.1,15
CA4  8,E14000877,67.35,0.08153235690276547,0.8,5.4,0.8,2.6,1.9,3.5,3.7,16.4
CA4  9,E14000877,67.35,0.08153235690276547,0.1,6.5,1.2,2.4,1.2,2.9,2.9,17.4
CA6  6,E14000877,67.35,0.08153235690276547,0.8,5.7,1.2,2.2,2.7,3.8,4,17.9
CA6  5,E14000877,67.35,0.08153235690276547,1.2,4.4,1,2.2,2.4,5.4,5.7,16.8
DG16 5,E14000877,67.35,0.08153235690276547,NA,NA,NA,NA,NA,NA,NA,NA
TD9  0,E14000877,67.35,0.08153235690276547,NA,NA,NA,NA,NA,NA,NA,NA
CA3  0,E14000877,67.35,0.08153235690276547,1.3,5.2,1.3,2.1,1.8,4.6,4.2,16.9
CA3  9,E14000877,67.35,0.08153235690276547,1.6,5.4,1.2,2.5,3.3,6.4,5.5,18
CA9  3,E14000877,67.35,0.08153235690276547,0.5,5.2,1.1,2.8,2,5.6,4.2,16.4
CA16 6,E14000877,67.35,0.08153235690276547,0.6,6.2,1.6,2.3,1.8,3.6,4,16.6
CA10 2,E14000877,67.35,0.08153235690276547,0.9,5.1,1.2,2,1.9,3.3,4.3,16.2
CA17 4,E14000877,67.35,0.08153235690276547,0.8,5.4,1.4,2.2,1.7,4.1,4.2,17.3
CA10 3,E14000877,67.35,0.08153235690276547,0.6,5.7,1.5,1.8,2,4.4,3.6,17.2
CA11 0,E14000877,67.35,0.08153235690276547,1.5,4.9,1.1,2.3,4,5.3,3.5,15.2
CA12 4,E14000877,67.35,0.08153235690276547,1.9,4.9,1.1,2.2,2,3.9,4.3,17.4
CA11 9,E14000877,67.35,0.08153235690276547,1.8,5.9,1.4,2.7,2.2,6,5.7,20
CA10 1,E14000877,67.35,0.08153235690276547,0.3,6.3,1.2,2.4,2.2,4,3.5,17.3
CA4  0,E14000877,67.35,0.08153235690276547,0.3,6,1,2.4,1.7,3.8,3.4,16.1
CA11 8,E14000877,67.35,0.08153235690276547,1.6,5,1,2,2.2,4.3,4.6,17.1
DL12 0,E14000877,67.35,0.08153235690276547,0.2,4.4,0.7,2,2.1,4.4,3.9,14.8
CA11 7,E14000877,67.35,0.08153235690276547,4.9,4.9,1,1.8,2.4,7.5,7.7,21.8
CA11 1,E14000877,67.35,0.08153235690276547,NA,NA,NA,NA,NA,NA,NA,NA
LA10 5,E14000877,67.35,0.08153235690276547,1.3,7.4,2.6,5.7,2.8,3.1,3.2,13.8
NA,E14000780,69.95,0.08131045386904762,NA,NA,NA,NA,NA,NA,NA,NA
HR6  9,E14000847,70.69,0.08126458731169106,1.5,6.5,0.9,3,1.9,3.9,3,16.8
HR5  3,E14000847,70.69,0.08126458731169106,1.8,5.3,1.3,2,2.2,4.7,4.6,15.4
LD8  2,E14000847,70.69,0.08126458731169106,1.1,5.1,1.4,2.8,2.5,3.8,4,13.2
HR3  6,E14000847,70.69,0.08126458731169106,1.2,5.4,1.4,2.5,1.7,3.3,3,13.5
HR1  4,E14000847,70.69,0.08126458731169106,1.8,6.5,1.3,2.3,1.8,4.9,3.4,16.7
HR1  1,E14000847,70.69,0.08126458731169106,2.4,6.1,1.3,2.8,3,5.8,4.8,17.9
HR8  2,E14000847,70.69,0.08126458731169106,3.6,5.8,1.4,2.3,2.2,4.6,4.6,18.9
SY8  4,E14000847,70.69,0.08126458731169106,0.9,4.9,1.5,1.9,1.5,3.9,3.3,12.9
HR6  0,E14000847,70.69,0.08126458731169106,2.1,5.7,1.3,2.7,1.8,4.1,3.4,15.2
WR13 5,E14000847,70.69,0.08126458731169106,1.3,5.3,1.1,2.2,1.9,3.7,3.5,14.1
HR7  4,E14000847,70.69,0.08126458731169106,2.4,5.2,1,2.7,2.1,4.8,4.3,16.5
WR6  5,E14000847,70.69,0.08126458731169106,0.9,6.1,1.2,2.4,1.7,4.1,3.5,15.3
HR8  1,E14000847,70.69,0.08126458731169106,2.9,4.9,1,1.7,1.7,3.7,3.8,16.5
WR6  6,E14000847,70.69,0.08126458731169106,1.1,7.9,1.5,2.2,1.7,3.6,3.1,15.7
WR15 8,E14000847,70.69,0.08126458731169106,1.3,5.6,1.3,2.9,2.4,4.6,4.3,15.3
HR4  7,E14000847,70.69,0.08126458731169106,1.4,6.3,1.1,2.4,1.9,3.7,5.3,19.1
HR4  8,E14000847,70.69,0.08126458731169106,1.3,6.1,1.7,3.4,2,3.7,3.5,16.5
HR4  0,E14000847,70.69,0.08126458731169106,4.4,5.3,1.6,2.4,2.5,5.6,7.3,20.8
HR1  3,E14000847,70.69,0.08126458731169106,4.9,5.4,1.2,2.2,2.2,4.7,4,16.9
HR4  9,E14000847,70.69,0.08126458731169106,8.1,4.2,0.9,1.9,2.1,7.8,9.2,22.1
WR13 6,E14000847,70.69,0.08126458731169106,1.3,7.1,1.2,2.6,1.8,3,2.9,13
WR14 4,E14000847,70.69,0.08126458731169106,1,5.5,1,2.8,2.4,5.3,4.3,16.1
HR8  9,E14000847,70.69,0.08126458731169106,NA,NA,NA,NA,NA,NA,NA,NA
HR6  8,E14000847,70.69,0.08126458731169106,3.9,5.6,1.2,2.2,2.3,5.7,6.3,18.6
HR6  6,E14000847,70.69,0.08126458731169106,NA,NA,NA,NA,NA,NA,NA,NA
SY7  0,E14000847,70.69,0.08126458731169106,0.7,6.5,1.5,3,1.9,3.7,3.2,13
SY8  2,E14000847,70.69,0.08126458731169106,1.1,5.5,0.9,1.9,2.2,5.5,5.9,17.4
SY7  9,E14000847,70.69,0.08126458731169106,1.9,5.5,1.4,2.2,2.3,5.2,4.5,16.9
HR9  6,E14000847,70.69,0.08126458731169106,1.4,5.8,1.3,2.3,1.7,3.4,3.3,15
HR9  7,E14000847,70.69,0.08126458731169106,3.1,5.4,1.2,2.5,1.8,5,5.1,17
HR2  9,E14000847,70.69,0.08126458731169106,1.1,6.2,1.4,3,2.3,4.6,3.5,16.7
YO17 6,E14000993,67.61,0.08123173919729355,1,5.6,1.1,2.6,1.5,3.8,4.1,18.9
YO60 7,E14000993,67.61,0.08123173919729355,0.6,6,1.2,2.4,1.4,3.6,3,16.8
YO62 4,E14000993,67.61,0.08123173919729355,5,10.4,3.3,8.9,4.4,2.9,3.1,11.5
YO61 4,E14000993,67.61,0.08123173919729355,0.7,6.4,1.2,2.4,1.7,3.3,2.4,15.9
YO7  2,E14000993,67.61,0.08123173919729355,1,4.7,1.4,2.4,2.2,4.3,3.3,15.9
YO60 6,E14000993,67.61,0.08123173919729355,0.4,6.3,1,2.6,1.2,2.9,2.3,15.2
YO62 5,E14000993,67.61,0.08123173919729355,2,4.4,0.9,2.2,1.5,4,3.7,14.4
YO62 6,E14000993,67.61,0.08123173919729355,1.4,5.2,1.1,2.3,1.9,4.4,3.8,15.2
YO18 8,E14000993,67.61,0.08123173919729355,0.5,5.7,1.3,2.3,2,3.7,3.8,14.9
YO62 7,E14000993,67.61,0.08123173919729355,1.2,6.3,1.4,2.3,2.7,4.4,3.1,15.8
YO17 9,E14000993,67.61,0.08123173919729355,1.3,6.2,1.4,2.4,2.2,5.2,5.4,19.1
YO17 8,E14000993,67.61,0.08123173919729355,0.9,5.8,1,2.4,2.1,5,4.9,17.6
YO41 1,E14000993,67.61,0.08123173919729355,0.8,5.8,0.9,2.2,1.7,3.6,4.6,20.7
TS9  7,E14000993,67.61,0.08123173919729355,0.9,5.4,1,2.8,1.5,3.3,2.5,15.7
DL6  3,E14000993,67.61,0.08123173919729355,0.8,5.4,1.1,2.4,2.4,4.2,4.2,13.6
YO17 7,E14000993,67.61,0.08123173919729355,1.7,5.1,1.2,2.9,1.9,5.4,5.1,17.5
YO17 1,E14000993,67.61,0.08123173919729355,NA,NA,NA,NA,NA,NA,NA,NA
YO18 9,E14000993,67.61,0.08123173919729355,NA,NA,NA,NA,NA,NA,NA,NA
YO18 7,E14000993,67.61,0.08123173919729355,0.5,4.9,1,2.6,1.7,3.9,3,14.7
YO19 5,E14000993,67.61,0.08123173919729355,1,6.1,1,2.2,1.6,4.5,2.4,16.4
YO12 4,E14000993,67.61,0.08123173919729355,0.9,5.6,1.2,2.3,2.2,5.2,5.6,19.8
YO32 5,E14000993,67.61,0.08123173919729355,0.9,6.9,1.2,2.8,2.3,3.9,5,23.2
YO13 9,E14000993,67.61,0.08123173919729355,0.5,5.4,1,2.3,1.8,3.8,3.5,15.1
YO13 0,E14000993,67.61,0.08123173919729355,1.3,4.4,1.2,1.9,1.7,4.3,2.8,13.3
YO25 3,E14000993,67.61,0.08123173919729355,0.3,5.7,1.1,2.1,1.8,4.1,3.2,18.3
YO25 9,E14000993,67.61,0.08123173919729355,0.6,4.8,1.3,2.7,2.2,3.7,4.3,16.9
YO14 9,E14000993,67.61,0.08123173919729355,0.4,5.1,1.2,2.4,2,4.7,4,13.4
YO14 0,E14000993,67.61,0.08123173919729355,0.5,4.1,1.3,2.1,2.4,4.5,3.3,11
YO11 3,E14000993,67.61,0.08123173919729355,0.5,6,1.4,2.3,3.6,5.6,4.8,16
YO7  3,E14000993,67.61,0.08123173919729355,1.3,5.8,1.5,1.9,2.2,8.5,9.3,22.1
YO7  9,E14000993,67.61,0.08123173919729355,NA,NA,NA,NA,NA,NA,NA,NA
YO7  4,E14000993,67.61,0.08123173919729355,1.1,6.2,1.3,2.3,2,3.4,3.4,17.1
DL7  9,E14000993,67.61,0.08123173919729355,1.4,5.3,1.1,1.8,2.2,9.7,9.7,19.8
YO61 3,E14000993,67.61,0.08123173919729355,0.8,5.5,1.4,2.4,1.9,4.3,4.2,14.9
YO30 2,E14000993,67.61,0.08123173919729355,1.9,6.3,0.9,2.1,2.4,6.7,7.9,24
YO61 1,E14000993,67.61,0.08123173919729355,0.5,7,1.5,2.9,2.5,3.5,2.9,17.1
YO30 1,E14000993,67.61,0.08123173919729355,0.7,5.9,1.2,2.8,2.3,3.5,4.6,17.1
YO26 9,E14000993,67.61,0.08123173919729355,2.3,12.7,4.9,11.7,6.5,3.4,2.5,11.2
YO61 2,E14000993,67.61,0.08123173919729355,1.3,8.8,0.7,1.7,1.4,3.4,3,17.8
DL7  0,E14000993,67.61,0.08123173919729355,0.4,4.9,0.8,2.3,1.5,3.5,3.5,15.2
DL10 6,E14000993,67.61,0.08123173919729355,0.5,6.5,1.5,2.2,1.5,3.4,3.1,17.7
DL6  2,E14000993,67.61,0.08123173919729355,0.8,4.7,1.3,2.7,1.9,4.5,4.8,17.4
DL10 7,E14000993,67.61,0.08123173919729355,0.7,5.5,1.2,2.4,2.9,8.7,6.7,17.5
YO7  1,E14000993,67.61,0.08123173919729355,2.5,5.6,1.2,2.2,2.3,5.4,5.6,18.5
DL8  3,E14000895,68.29,0.08116082865850965,2,4.2,1.3,2.4,1.8,3.9,4,16.7
DL8  4,E14000895,68.29,0.08116082865850965,1.3,4.9,0.8,1.5,1.8,4.2,4.2,15.3
DL10 6,E14000895,68.29,0.08116082865850965,0.5,6.5,1.5,2.2,1.5,3.4,3.1,17.7
DL2  2,E14000895,68.29,0.08116082865850965,0.8,5.8,1.3,2.6,1.8,4.4,4.8,20
DL10 5,E14000895,68.29,0.08116082865850965,0.7,6.9,1.2,2.9,1.6,3.2,2.8,16.1
DL11 7,E14000895,68.29,0.08116082865850965,0.6,5.8,1.2,2.2,1.4,4.2,2.9,16.4
DL8  5,E14000895,68.29,0.08116082865850965,0.5,4.9,0.9,1.4,1.8,3.9,4.3,13.6
DL10 7,E14000895,68.29,0.08116082865850965,0.7,5.5,1.2,2.4,2.9,8.7,6.7,17.5
DL9  4,E14000895,68.29,0.08116082865850965,1.6,6.8,1.5,2.5,3,10.1,10.7,23.2
DL7  0,E14000895,68.29,0.08116082865850965,0.4,4.9,0.8,2.3,1.5,3.5,3.5,15.2
DL6  2,E14000895,68.29,0.08116082865850965,0.8,4.7,1.3,2.7,1.9,4.5,4.8,17.4
LA10 5,E14000895,68.29,0.08116082865850965,1.3,7.4,2.6,5.7,2.8,3.1,3.2,13.8
DL9  3,E14000895,68.29,0.08116082865850965,0.8,4.8,0.7,2.5,10.5,21.6,13.4,20.6
DL11 6,E14000895,68.29,0.08116082865850965,1.1,4.8,1,1.9,1.4,4.1,3.8,15.8
DL10 4,E14000895,68.29,0.08116082865850965,1,5.2,1,2.6,2.1,5.4,5.3,16.7
DL8  1,E14000895,68.29,0.08116082865850965,1,6.8,1.4,2.5,2.1,4.4,3.1,16.1
DL8  9,E14000895,68.29,0.08116082865850965,NA,NA,NA,NA,NA,NA,NA,NA
HG4  4,E14000895,68.29,0.08116082865850965,1.7,4.6,1.2,2.2,1.8,4.8,3.7,17.2
DL2  3,E14000895,68.29,0.08116082865850965,0.5,5.3,1.2,2.7,1.8,3.3,3.5,16.9
DL12 9,E14000895,68.29,0.08116082865850965,0.7,5.2,1.4,1.9,8.7,11.6,2.8,13
DL10 9,E14000895,68.29,0.08116082865850965,NA,NA,NA,NA,NA,NA,NA,NA
TS15 9,E14000895,68.29,0.08116082865850965,0.7,5,1,2.4,2,5.1,5.8,17.8
DL2  1,E14000895,68.29,0.08116082865850965,0.3,4.9,1.3,2.3,1.8,4.6,5.2,20.3
TS15 0,E14000895,68.29,0.08116082865850965,1,5.5,1.1,2.2,1.9,3.4,3.4,13.5
DL6  3,E14000895,68.29,0.08116082865850965,0.8,5.4,1.1,2.4,2.4,4.2,4.2,13.6
YO7  2,E14000895,68.29,0.08116082865850965,1,4.7,1.4,2.4,2.2,4.3,3.3,15.9
YO7  3,E14000895,68.29,0.08116082865850965,1.3,5.8,1.5,1.9,2.2,8.5,9.3,22.1
YO7  9,E14000895,68.29,0.08116082865850965,NA,NA,NA,NA,NA,NA,NA,NA
YO7  4,E14000895,68.29,0.08116082865850965,1.1,6.2,1.3,2.3,2,3.4,3.4,17.1
DL7  9,E14000895,68.29,0.08116082865850965,1.4,5.3,1.1,1.8,2.2,9.7,9.7,19.8
YO61 3,E14000895,68.29,0.08116082865850965,0.8,5.5,1.4,2.4,1.9,4.3,4.2,14.9
DL8  2,E14000895,68.29,0.08116082865850965,0.9,6.5,1.3,2.7,1.9,4.6,4.3,17.3
TS9  6,E14000895,68.29,0.08116082865850965,0.5,5.6,1.3,2.3,2.1,3.7,3.6,15.6
YO21 2,E14000895,68.29,0.08116082865850965,1.6,5.3,1.3,2.4,2.2,5.3,3.8,14.6
TS9  7,E14000895,68.29,0.08116082865850965,0.9,5.4,1,2.8,1.5,3.3,2.5,15.7
TS7  0,E14000895,68.29,0.08116082865850965,0.4,5.6,1.5,2.5,2.3,4.5,3.2,16
TS9  5,E14000895,68.29,0.08116082865850965,0.9,5.9,1.4,2.6,1.9,4,3.3,14
TS8  9,E14000895,68.29,0.08116082865850965,0.5,6.7,1.3,2.6,2.2,6,6.2,19.6
TS8  0,E14000895,68.29,0.08116082865850965,0.4,5.9,1.3,2.7,2.6,5.7,6.3,19
DL6  1,E14000895,68.29,0.08116082865850965,0.9,5.9,1.1,2.4,3,6.5,5.6,17.7
DL7  7,E14000895,68.29,0.08116082865850965,NA,NA,NA,NA,NA,NA,NA,NA
DL7  8,E14000895,68.29,0.08116082865850965,0.8,5.5,1.3,2.1,2.1,5.1,4.9,19
HG4  5,E14000895,68.29,0.08116082865850965,1.3,6.2,1.1,2.1,1.6,2.8,3.1,17.7
YO16 7,E14000683,61.69,0.08109066551085543,0.6,4.7,1.1,2.1,2.1,4.6,4.6,14.2
YO16 4,E14000683,61.69,0.08109066551085543,0.7,6.1,1.5,2.5,2.4,5.4,6.1,17.6
YO15 1,E14000683,61.69,0.08109066551085543,0.2,4,1,1.7,2.2,3.3,1.9,11.3
YO16 6,E14000683,61.69,0.08109066551085543,0.5,4.4,0.7,1.8,1.6,2.8,3.1,13.3
YO25 4,E14000683,61.69,0.08109066551085543,0.7,6.7,1.1,2.3,1.8,3.9,3.4,17.1
YO15 2,E14000683,61.69,0.08109066551085543,2,4.3,1,2.1,2.8,5.8,4.8,16.5
YO15 3,E14000683,61.69,0.08109066551085543,1.1,5.7,1.2,2.3,2.4,4.4,4.1,16.1
YO15 9,E14000683,61.69,0.08109066551085543,NA,NA,NA,NA,NA,NA,NA,NA
YO25 5,E14000683,61.69,0.08109066551085543,0.5,5.6,1.4,2.6,2.2,4.9,4.3,17.7
YO25 6,E14000683,61.69,0.08109066551085543,1.1,4.7,1.2,2.5,2.3,5.6,6.2,18.5
YO25 9,E14000683,61.69,0.08109066551085543,0.6,4.8,1.3,2.7,2.2,3.7,4.3,16.9
YO25 3,E14000683,61.69,0.08109066551085543,0.3,5.7,1.1,2.1,1.8,4.1,3.2,18.3
YO25 8,E14000683,61.69,0.08109066551085543,0.4,5.8,1.6,2.3,1.8,3.5,3.1,17.8
YO25 1,E14000683,61.69,0.08109066551085543,NA,NA,NA,NA,NA,NA,NA,NA
YO41 5,E14000683,61.69,0.08109066551085543,0.9,5.8,1.2,1.9,2,4,3.8,18.5
YO41 1,E14000683,61.69,0.08109066551085543,0.8,5.8,0.9,2.2,1.7,3.6,4.6,20.7
YO42 2,E14000683,61.69,0.08109066551085543,1.5,6.3,1.7,3.1,2.3,4.3,4.5,19.2
YO42 1,E14000683,61.69,0.08109066551085543,1.5,6.5,1,2.9,1.6,4.4,3.3,17.1
YO42 4,E14000683,61.69,0.08109066551085543,1.4,6.2,1.2,2.4,2,3.4,3.4,17.5
YO41 4,E14000683,61.69,0.08109066551085543,0.4,8.2,1.6,2.4,2.2,2.9,3,23.4
YO42 9,E14000683,61.69,0.08109066551085543,NA,NA,NA,NA,NA,NA,NA,NA
YO43 3,E14000683,61.69,0.08109066551085543,1.1,5.2,1.2,2.1,1.8,4.5,5.3,19.3
YO43 4,E14000683,61.69,0.08109066551085543,0.7,5.3,1.5,2.4,2.3,4.6,4,20
YO8  6,E14000683,61.69,0.08109066551085543,0.6,6.4,1.4,2.6,2.1,4.8,3.7,20.2
LL25 0,W07000058,66.22,0.0807926570638435,1.3,4.6,1.3,0.8,1.3,3.2,4,18.1
LL24 0,W07000058,66.22,0.0807926570638435,1,5.5,0.8,2,2.2,5.2,4.6,16.6
LL27 0,W07000058,66.22,0.0807926570638435,0.5,3.7,1.1,2.6,2.3,4.3,3.8,17.2
LL33 0,W07000058,66.22,0.0807926570638435,0.8,5.5,1.3,2.7,2.3,5.6,4.7,18
LL32 8,W07000058,66.22,0.0807926570638435,0.7,5.6,1.1,2.6,2.1,4.6,3.8,17.5
LL28 5,W07000058,66.22,0.0807926570638435,0.6,5.6,1.2,2.3,2.2,5.1,4.4,17
LL34 6,W07000058,66.22,0.0807926570638435,0.6,5,1.3,2.7,2.3,5.3,5.4,17.5
LL30 9,W07000058,66.22,0.0807926570638435,NA,NA,NA,NA,NA,NA,NA,NA
LL26 0,W07000058,66.22,0.0807926570638435,1,6.4,1.2,2.3,2.1,5.6,4.9,17.8
LL22 8,W07000058,66.22,0.0807926570638435,0.4,5.4,1.2,2.8,1.7,4,3.9,16.8
LL30 2,W07000058,66.22,0.0807926570638435,4,4.1,0.9,2,2.3,6.6,6.7,17.3
LL26 9,W07000058,66.22,0.0807926570638435,NA,NA,NA,NA,NA,NA,NA,NA
LL31 9,W07000058,66.22,0.0807926570638435,0.9,6.1,1.3,2.9,2.2,4.8,4.6,17.1
LL30 1,W07000058,66.22,0.0807926570638435,1.7,5.8,1,2.4,2,5.5,4.8,15.4
LL30 3,W07000058,66.22,0.0807926570638435,1,5.2,0.9,2.2,1.5,3.2,3.5,16
NE66 1,E14000554,70.95,0.08060184587960736,1.4,5.9,1,2.4,2.1,5.3,5.9,17.8
NE66 3,E14000554,70.95,0.08060184587960736,0.5,5.7,1.2,2,1.9,5.5,5.2,17.6
NE66 2,E14000554,70.95,0.08060184587960736,0.5,6.2,1.1,2.5,1.7,3.9,3.8,16.2
NE66 9,E14000554,70.95,0.08060184587960736,NA,NA,NA,NA,NA,NA,NA,NA
NE70 7,E14000554,70.95,0.08060184587960736,0.8,5.2,1.3,2.2,2.1,4.8,4.4,14.8
NE65 9,E14000554,70.95,0.08060184587960736,0.7,4.6,0.9,2.1,1.6,7.2,7.4,19.5
NE65 0,E14000554,70.95,0.08060184587960736,0.4,5.3,1.2,2.3,2.3,4.8,4.6,16.4
NE61 5,E14000554,70.95,0.08060184587960736,0.5,5.4,1.3,2.3,2.4,5.3,5.4,18.1
NE67 5,E14000554,70.95,0.08060184587960736,0.5,2.9,1.3,1.1,1.3,2.9,4.6,13.5
NE68 7,E14000554,70.95,0.08060184587960736,1.4,4.7,0.8,2,1.6,3.7,3.6,14.2
NE69 7,E14000554,70.95,0.08060184587960736,0.5,3.6,1.4,1.9,1.4,2.7,2.9,12.8
TD15 1,E14000554,70.95,0.08060184587960736,2.3,5,0.9,1.9,2.1,5.3,6,16.2
