postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%
TD15 2,E14000554,70.95,0.08060184587960736,1.4,5,1.2,2.4,2,5,5,16.7
TD15 9,E14000554,70.95,0.08060184587960736,NA,NA,NA,NA,NA,NA,NA,NA
NE61 3,E14000554,70.95,0.08060184587960736,0.5,6.5,1.4,3.1,1.6,3.1,2.5,14.5
NE65 8,E14000554,70.95,0.08060184587960736,0.7,6.1,1.4,2.5,1.9,2.6,2,14.5
NE61 6,E14000554,70.95,0.08060184587960736,0.5,5.5,1.1,2.2,2,4.9,5.9,17.5
NE61 4,E14000554,70.95,0.08060184587960736,0.3,5.8,1,3.9,1.6,2.4,3.7,15
NE61 2,E14000554,70.95,0.08060184587960736,0.7,6.4,1.3,2.6,2,3.8,3.9,16.8
NE66 4,E14000554,70.95,0.08060184587960736,1.3,5.7,0.9,1.6,2,4.5,5.1,16.3
TD12 4,E14000554,70.95,0.08060184587960736,0.3,5.2,1,1.5,1.9,3.5,3.6,15.6
NE71 6,E14000554,70.95,0.08060184587960736,0.6,4.3,0.9,2,2,4.5,3.6,12.8
NE20 9,E14000554,70.95,0.08060184587960736,0.9,6,1.3,3,1.9,3.4,3.1,13.7
NE19 2,E14000554,70.95,0.08060184587960736,0.5,7.4,1.4,1.5,2,3.9,2.8,16.3
NE20 0,E14000554,70.95,0.08060184587960736,1,5.5,1.3,2.6,1.8,5.3,3.9,18.8
NE20 2,E14000554,70.95,0.08060184587960736,NA,NA,NA,NA,NA,NA,NA,NA
NE65 7,E14000554,70.95,0.08060184587960736,0.4,5.1,0.8,2,1.1,2.8,2.9,16.4
NE19 1,E14000554,70.95,0.08060184587960736,1.7,3.7,1,2.4,1.9,3.6,5.3,15.4
NE66 5,E14000554,70.95,0.08060184587960736,0,4.1,1.5,1.8,2.1,5,5.3,13.9
TD5  8,E14000554,70.95,0.08060184587960736,NA,NA,NA,NA,NA,NA,NA,NA
SP6  3,E14000839,72.37,0.08050177448258898,0.7,6.6,1.3,2.5,2,3.9,3.8,17.1
BH21 5,E14000839,72.37,0.08050177448258898,0.8,6.4,1.7,3,2.3,4.2,3,15.9
SP6  1,E14000839,72.37,0.08050177448258898,1.1,6.4,1.2,2.4,1.6,4.4,3.9,16.5
BH31 7,E14000839,72.37,0.08050177448258898,0.6,6.3,1.4,2.1,1.5,3.3,1.8,16.9
BH21 6,E14000839,72.37,0.08050177448258898,1,4.9,1.2,1.7,2.3,6,4.8,16.3
BH21 8,E14000839,72.37,0.08050177448258898,0.8,4.2,1,2.9,1.3,5.6,2.7,19.2
BH21 7,E14000839,72.37,0.08050177448258898,0.7,5.4,1.5,2.2,1.9,3.4,3.4,13.8
BH31 6,E14000839,72.37,0.08050177448258898,0.6,6.4,1.3,2.4,1.9,4.7,4.2,18.9
SP5  5,E14000839,72.37,0.08050177448258898,0.9,7.9,1,2.3,2.2,3.7,3,15.4
DT11 8,E14000839,72.37,0.08050177448258898,1.2,6.7,1.5,3.4,3.7,6.7,6,18.7
BH21 4,E14000839,72.37,0.08050177448258898,0.6,7.7,2.1,3.3,2.3,4.5,3.3,15.3
BH24 2,E14000839,72.37,0.08050177448258898,1,3.7,0.9,1.8,1.9,3,2.1,10.4
BH23 6,E14000839,72.37,0.08050177448258898,0.8,8.8,1.4,3.6,4,5.8,4.8,16.4
BH21 1,E14000839,72.37,0.08050177448258898,0.9,5.3,1.2,2.3,1.7,4.3,3.9,15.3
BH16 6,E14000839,72.37,0.08050177448258898,0.7,6.1,1.1,2.4,1.8,4.5,3.9,15.2
DT11 9,E14000839,72.37,0.08050177448258898,1.2,5.1,0.8,2.6,2,3.4,3.4,17.3
BH21 3,E14000839,72.37,0.08050177448258898,0.8,7.6,2.1,3.8,3,4.9,3.9,16.5
BH31 9,E14000839,72.37,0.08050177448258898,NA,NA,NA,NA,NA,NA,NA,NA
BH22 0,E14000839,72.37,0.08050177448258898,0.7,4.7,0.8,1.7,1.4,4,3.3,12.7
BH22 9,E14000839,72.37,0.08050177448258898,0.6,3.5,1.1,1.9,1.8,4,3.4,11.4
DT11 0,E14000839,72.37,0.08050177448258898,1,8.6,2.7,6.6,2.8,3.5,2.7,14.8
DT2  7,E14000839,72.37,0.08050177448258898,1,5.8,1.4,2.3,1.7,3.2,2.7,16
BH20 7,E14000839,72.37,0.08050177448258898,0.7,5.6,1.3,2.7,1.9,5.1,3.9,16.7
DT10 2,E14000839,72.37,0.08050177448258898,0.9,5.3,1.1,2.1,2,4,3.2,15.6
DT9  5,E14000839,72.37,0.08050177448258898,0.8,6.8,1.3,2.9,2.1,4.2,3.6,15.4
BA8  0,E14000839,72.37,0.08050177448258898,1.2,5.7,1,2.2,1.6,5,4.5,17.1
DT11 7,E14000839,72.37,0.08050177448258898,1.5,5,1.1,2.3,2.3,6.1,6.2,20
DT11 1,E14000839,72.37,0.08050177448258898,NA,NA,NA,NA,NA,NA,NA,NA
SP8  5,E14000839,72.37,0.08050177448258898,0.6,4.7,1.2,2.4,1.9,4.4,2.9,14
SP8  4,E14000839,72.37,0.08050177448258898,3.1,6.1,1.2,2.6,1.9,4.8,5.7,19.5
SP8  9,E14000839,72.37,0.08050177448258898,NA,NA,NA,NA,NA,NA,NA,NA
SP7  9,E14000839,72.37,0.08050177448258898,1.1,11,1.8,3.1,2.3,3.5,2.8,12.8
SP7  8,E14000839,72.37,0.08050177448258898,2.7,5.8,1.4,2.6,2.1,5.3,5.1,19
SP7  7,E14000839,72.37,0.08050177448258898,NA,NA,NA,NA,NA,NA,NA,NA
SP7  0,E14000839,72.37,0.08050177448258898,1.3,4.6,0.9,1.9,1.3,6.8,4.5,17.9
DT10 1,E14000839,72.37,0.08050177448258898,1.9,5.8,1.2,2.7,1.8,4.6,4.3,16.1
DT10 9,E14000839,72.37,0.08050177448258898,NA,NA,NA,NA,NA,NA,NA,NA
PO36 0,E14000762,64.61,0.08035663621403848,0.8,5.1,1.6,2.4,1.9,4.3,3.2,14
PO38 3,E14000762,64.61,0.08035663621403848,0.7,5.9,1.1,2.4,2.2,4.2,2.8,15.6
PO30 2,E14000762,64.61,0.08035663621403848,0.6,6.2,1.3,2.4,2.2,5.6,5.4,17.3
PO30 3,E14000762,64.61,0.08035663621403848,1.2,5.8,1.4,2.7,1.8,3.6,3,14.4
PO37 7,E14000762,64.61,0.08035663621403848,1.1,5.9,1.2,2.9,2.7,5.5,4.7,14.7
PO36 9,E14000762,64.61,0.08035663621403848,1.1,6.7,1.6,3,2.3,4.8,4.4,15.6
PO33 4,E14000762,64.61,0.08035663621403848,1.1,5.2,1.3,2.5,1.9,4.1,3.5,13.2
PO33 3,E14000762,64.61,0.08035663621403848,1.1,6,1.4,2.5,2,4,4.3,17
PO35 5,E14000762,64.61,0.08035663621403848,2.1,4.9,0.8,1.8,1.8,3.3,2.8,12
PO33 1,E14000762,64.61,0.08035663621403848,1.2,6,1.5,2.8,2.1,5.4,5.6,19
PO36 8,E14000762,64.61,0.08035663621403848,1.9,6.1,1.5,2.8,2.4,5,5.5,16
PO30 1,E14000762,64.61,0.08035663621403848,1.2,6.2,1.3,3,2.7,6.9,5.9,18.7
PO30 5,E14000762,64.61,0.08035663621403848,1.3,5.9,1.3,2.4,2.2,7,8.3,22.1
PO30 4,E14000762,64.61,0.08035663621403848,0.9,4,0.9,2,1.6,3.2,2.3,12.3
PO38 2,E14000762,64.61,0.08035663621403848,0.8,4.7,1.3,2.6,1.7,3.5,2.9,14.2
PO38 1,E14000762,64.61,0.08035663621403848,1.6,5.7,1.4,2.4,1.9,4.5,3.4,14.3
PO31 7,E14000762,64.61,0.08035663621403848,2,6.2,1.2,2.6,2.1,5.3,6.2,22.5
PO31 8,E14000762,64.61,0.08035663621403848,1.2,6.2,1,2.5,1.7,3,2.9,15.1
PO32 6,E14000762,64.61,0.08035663621403848,1,5.8,1.3,2.5,2.1,5,5.7,18
PO40 9,E14000762,64.61,0.08035663621403848,0.8,5.4,1.2,2.3,1.9,4,3.2,12.5
PO41 0,E14000762,64.61,0.08035663621403848,1,5.5,1,1.6,1.1,3.1,1.9,12.3
PO40 0,E14000762,64.61,0.08035663621403848,NA,NA,NA,NA,NA,NA,NA,NA
PO33 2,E14000762,64.61,0.08035663621403848,2.1,5.9,1.2,2.9,3.3,6.8,7.1,20.7
PO37 6,E14000762,64.61,0.08035663621403848,2.4,4.2,1.3,1.9,2,4.7,4.7,14.1
PO34 5,E14000762,64.61,0.08035663621403848,1,5,0.7,1.9,1,2.2,2.8,10.1
PO30 9,E14000762,64.61,0.08035663621403848,NA,NA,NA,NA,NA,NA,NA,NA
PO33 9,E14000762,64.61,0.08035663621403848,NA,NA,NA,NA,NA,NA,NA,NA
PO36 6,E14000762,64.61,0.08035663621403848,NA,NA,NA,NA,NA,NA,NA,NA
PO39 0,E14000762,64.61,0.08035663621403848,1.1,5.1,0.8,2.1,1.5,3.7,3.6,12.9
PO38 9,E14000762,64.61,0.08035663621403848,NA,NA,NA,NA,NA,NA,NA,NA
LL22 7,W07000059,64.84,0.08026331929508934,0.4,4.8,1,2,1.5,4.6,4,14.1
LL22 9,W07000059,64.84,0.08026331929508934,0.2,5.2,1.1,2,2.3,5.1,3.7,15.7
LL29 8,W07000059,64.84,0.08026331929508934,0.9,5.6,1.2,2.3,2.4,5.5,6,18.1
LL22 8,W07000059,64.84,0.08026331929508934,0.4,5.4,1.2,2.8,1.7,4,3.9,16.8
LL29 6,W07000059,64.84,0.08026331929508934,1.1,7.4,2.1,2.9,2.3,4.9,6.6,20.6
LL28 5,W07000059,64.84,0.08026331929508934,0.6,5.6,1.2,2.3,2.2,5.1,4.4,17
LL16 5,W07000059,64.84,0.08026331929508934,0.2,6.4,1.2,2.7,2.2,5.5,4.6,17.7
LL29 9,W07000059,64.84,0.08026331929508934,0.4,7.1,1.4,2.8,2.3,5.9,5.4,17.3
LL29 7,W07000059,64.84,0.08026331929508934,2.6,5.5,1.6,3.9,2.9,5.6,5.3,15.4
LL18 5,W07000059,64.84,0.08026331929508934,0.5,6.1,1.3,2.6,2.2,5.3,4.6,18.6
LL28 4,W07000059,64.84,0.08026331929508934,1,4.3,0.9,2,1.6,4.1,4,13.4
LL24 0,W07000059,64.84,0.08026331929508934,1,5.5,0.8,2,2.2,5.2,4.6,16.6
LL26 0,W07000059,64.84,0.08026331929508934,1,6.4,1.2,2.3,2.1,5.6,4.9,17.8
LL17 0,W07000059,64.84,0.08026331929508934,0.5,5.6,1.2,2.7,2,5,4,17.5
LL29 0,W07000059,64.84,0.08026331929508934,NA,NA,NA,NA,NA,NA,NA,NA
LL21 0,W07000059,64.84,0.08026331929508934,1.2,5.4,1.6,2.4,1.9,5.4,4.8,16.9
LL21 9,W07000059,64.84,0.08026331929508934,0.6,5.9,1.5,2.8,2.4,4.8,4.5,17
LL15 2,W07000059,64.84,0.08026331929508934,0.6,5.9,1.4,3,1.8,4.3,4.1,17.8
CH7  4,W07000059,64.84,0.08026331929508934,0.6,5.7,1.2,2.5,2,5,4,17.5
CH7  5,W07000059,64.84,0.08026331929508934,0.6,5.3,1.2,2.5,2.4,5,3.7,15.5
LL11 3,W07000059,64.84,0.08026331929508934,1.8,6,1.5,2.4,2.2,6,6.1,19.7
LL20 8,W07000059,64.84,0.08026331929508934,0.8,3.9,1.5,2.7,1.9,5.5,4.3,16.7
LL15 1,W07000059,64.84,0.08026331929508934,1.1,5.7,1.2,3.3,2.6,5.2,4.5,16.8
LL16 4,W07000059,64.84,0.08026331929508934,0.7,5.6,1.1,2.1,1.9,4,4.1,16.2
LL15 9,W07000059,64.84,0.08026331929508934,NA,NA,NA,NA,NA,NA,NA,NA
CT1  1,E14000619,65.72,0.08008270837094048,6.5,4.6,0.9,2,9.5,23.2,8.9,15.9
CT1  3,E14000619,65.72,0.08008270837094048,6.2,5.1,1,2.5,4.8,13.4,9.2,18.9
CT4  5,E14000619,65.72,0.08008270837094048,2.2,6.6,1.8,2.9,2.3,3.6,3.7,14.9
CT3  4,E14000619,65.72,0.08008270837094048,2.6,6.5,1.6,2.4,1.8,4.8,5.7,20
CT1  2,E14000619,65.72,0.08008270837094048,11.8,5.4,2.9,5.5,5.3,20.7,12.5,17.1
CT4  7,E14000619,65.72,0.08008270837094048,2.3,6.5,1.4,2.4,1.7,4.8,5.8,21.3
CT2  9,E14000619,65.72,0.08008270837094048,4,6.1,1.4,3.7,3.6,6.5,3.5,14.8
CT2  7,E14000619,65.72,0.08008270837094048,7,3.1,0.6,1.3,23.4,32.2,5.3,8.6
CT2  8,E14000619,65.72,0.08008270837094048,5.6,4.5,0.9,1.9,5.4,19.1,7.5,15.5
CT5  3,E14000619,65.72,0.08008270837094048,1.1,5.6,1.4,2.7,2.2,4.1,3.1,15.4
CT2  0,E14000619,65.72,0.08008270837094048,1.6,7.1,1.2,2.4,1.9,5.1,4.9,16.6
CT4  6,E14000619,65.72,0.08008270837094048,1.3,5.7,1.5,2.3,2.3,4.1,3.5,14.4
CT5  1,E14000619,65.72,0.08008270837094048,1.7,5.8,0.9,2.2,2.1,4.2,4.6,20.4
CT6  7,E14000619,65.72,0.08008270837094048,0.6,7,1.2,3,2.2,5.1,4.9,18.7
CT5  4,E14000619,65.72,0.08008270837094048,1,6.3,1,2.2,2,4.1,3.9,17
CT5  9,E14000619,65.72,0.08008270837094048,NA,NA,NA,NA,NA,NA,NA,NA
CT5  2,E14000619,65.72,0.08008270837094048,1,5.1,1.1,2.6,1.9,3.5,3.6,15.5
CT3  1,E14000619,65.72,0.08008270837094048,1.7,6.4,1.4,2.2,2,4.2,4.1,17
CT3  3,E14000619,65.72,0.08008270837094048,0.8,7.6,1.5,2.8,3,5.6,6.4,19
CT1  9,E14000619,65.72,0.08008270837094048,NA,NA,NA,NA,NA,NA,NA,NA
CT4  8,E14000619,65.72,0.08008270837094048,1.5,5.6,1.1,2.1,1.9,3.8,3.4,17.1
WR13 5,E14001035,73.71,0.07955119037604105,1.3,5.3,1.1,2.2,1.9,3.7,3.5,14.1
WR6  5,E14001035,73.71,0.07955119037604105,0.9,6.1,1.2,2.4,1.7,4.1,3.5,15.3
WR6  6,E14001035,73.71,0.07955119037604105,1.1,7.9,1.5,2.2,1.7,3.6,3.1,15.7
DY13 0,E14001035,73.71,0.07955119037604105,0.7,4.9,1,2.1,2.2,4.6,4.5,16.2
WR2  6,E14001035,73.71,0.07955119037604105,1.7,5.3,1,2.3,8.4,9.2,3.5,14.2
WR2  5,E14001035,73.71,0.07955119037604105,2.7,5.4,1,2.2,3.8,12.7,5.4,18.5
WR14 3,E14001035,73.71,0.07955119037604105,3.7,5.8,2.4,7.2,3.5,3,4.3,13.4
WR14 2,E14001035,73.71,0.07955119037604105,0.9,6.6,1.5,2.5,2.3,5.4,4.6,17.2
WR13 6,E14001035,73.71,0.07955119037604105,1.3,7.1,1.2,2.6,1.8,3,2.9,13
WR14 1,E14001035,73.71,0.07955119037604105,1.1,5.4,1.4,2.6,2.3,5.1,5.4,19.1
WR5  3,E14001035,73.71,0.07955119037604105,1.8,5.8,1,2.6,2.3,4.6,6.1,22.2
WR8  9,E14001035,73.71,0.07955119037604105,0.6,4.7,1.3,3,1.9,3.6,3,14.8
WR5  2,E14001035,73.71,0.07955119037604105,2,6.7,1.5,2.8,2,3.7,5,21.6
DY14 9,E14001035,73.71,0.07955119037604105,0.3,5.3,1.2,2.5,1.7,4.2,3.4,13.9
WR15 8,E14001035,73.71,0.07955119037604105,1.3,5.6,1.3,2.9,2.4,4.6,4.3,15.3
DY14 8,E14001035,73.71,0.07955119037604105,1,7.7,1.4,2.7,2.5,5.3,4.4,17.5
WR8  0,E14001035,73.71,0.07955119037604105,0.9,5.5,1.2,2.2,1.5,3.7,3,15
GL19 4,E14001035,73.71,0.07955119037604105,1.4,5.3,1.2,2.1,2.1,4.8,3,15.9
GL20 6,E14001035,73.71,0.07955119037604105,1.3,5.7,1.9,3.2,1.7,3.6,2.6,14.8
GL19 3,E14001035,73.71,0.07955119037604105,0.9,5.1,1.2,7.1,7,5.9,3.4,12.7
HR8  1,E14001035,73.71,0.07955119037604105,2.9,4.9,1,1.7,1.7,3.7,3.8,16.5
WR14 4,E14001035,73.71,0.07955119037604105,1,5.5,1,2.8,2.4,5.3,4.3,16.1
WR2  4,E14001035,73.71,0.07955119037604105,1.1,5.6,1.2,2.2,1.9,4.7,4.1,17.9
WR14 9,E14001035,73.71,0.07955119037604105,NA,NA,NA,NA,NA,NA,NA,NA
HR7  4,E14001035,73.71,0.07955119037604105,2.4,5.2,1,2.7,2.1,4.8,4.3,16.5
SY8  4,E14001035,73.71,0.07955119037604105,0.9,4.9,1.5,1.9,1.5,3.9,3.3,12.9
GL20 7,E14001035,73.71,0.07955119037604105,1.6,6.8,1.2,2.3,1.7,3.8,5,24.9
GL20 8,E14001035,73.71,0.07955119037604105,1.7,6.1,1.3,2.7,1.9,5.2,5,20
WR10 3,E14001035,73.71,0.07955119037604105,1.8,5.8,0.9,2.6,2.3,3.7,3,14.3
WR10 2,E14001035,73.71,0.07955119037604105,0.5,6,1.4,2.7,1.8,3.9,3.5,15.5
WR11 2,E14001035,73.71,0.07955119037604105,6.5,5.3,1.4,2.6,2.2,5.9,5.8,21.5
WR12 7,E14001035,73.71,0.07955119037604105,1.3,4.4,0.8,2,1.8,3.6,3.1,14.1
WR11 7,E14001035,73.71,0.07955119037604105,1.2,6,1.4,2.6,2.3,4.5,3.7,17
WR10 1,E14001035,73.71,0.07955119037604105,1.4,4.6,1,2.2,1.8,4.8,4.3,16.1
WR10 9,E14001035,73.71,0.07955119037604105,NA,NA,NA,NA,NA,NA,NA,NA
EX39 1,E14001000,71.97,0.07919897909099834,0.8,4.2,0.7,1.6,1.6,3.6,3.7,16.1
EX39 4,E14001000,71.97,0.07919897909099834,0.6,6,1.3,2.6,2.6,5.9,5.4,17.4
EX38 7,E14001000,71.97,0.07919897909099834,0.5,6.5,1.6,2.8,2.4,5,4.3,19.1
EX31 3,E14001000,71.97,0.07919897909099834,0.6,5.4,1.2,2.1,2.1,4.6,4.5,17
EX39 5,E14001000,71.97,0.07919897909099834,0.8,5.9,1.3,2.4,2.2,4.4,3.6,15.4
EX39 2,E14001000,71.97,0.07919897909099834,1.1,4,1,2,1.9,7.1,6.4,17.6
EX39 3,E14001000,71.97,0.07919897909099834,1,5.7,1.3,2.8,2.2,5.7,4.2,18
EX39 9,E14001000,71.97,0.07919897909099834,NA,NA,NA,NA,NA,NA,NA,NA
EX22 6,E14001000,71.97,0.07919897909099834,0.5,5.4,1.3,2.2,2.1,4.7,4.3,16.2
PL15 9,E14001000,71.97,0.07919897909099834,3.3,5.6,1.4,2.3,1.9,5.6,6,19.2
PL16 0,E14001000,71.97,0.07919897909099834,0.5,6.7,0.9,2.5,1.9,3.9,4.6,16.4
EX21 5,E14001000,71.97,0.07919897909099834,0.3,6,1.3,3.1,1.9,3.7,3.3,14.7
EX20 4,E14001000,71.97,0.07919897909099834,1.4,6.6,1.1,2.5,1.5,3.5,2.9,14.6
EX20 3,E14001000,71.97,0.07919897909099834,0.7,4.8,1.6,2.7,1.9,4.6,3.9,15.3
EX38 8,E14001000,71.97,0.07919897909099834,1,5.1,1.6,2.8,1.8,4.3,4.1,16.5
EX22 7,E14001000,71.97,0.07919897909099834,1.1,6.5,1.3,2.8,2.1,4.7,3.8,15
EX39 6,E14001000,71.97,0.07919897909099834,1.1,5.8,1,2.8,1.3,3.2,3.9,15.4
EX23 9,E14001000,71.97,0.07919897909099834,0.5,5.6,1.2,2.2,1.9,4.3,3.8,15.3
EX22 9,E14001000,71.97,0.07919897909099834,NA,NA,NA,NA,NA,NA,NA,NA
EX19 8,E14001000,71.97,0.07919897909099834,0.4,4.5,0.9,2.4,1.4,3.5,3.4,14.6
EX38 9,E14001000,71.97,0.07919897909099834,NA,NA,NA,NA,NA,NA,NA,NA
EX37 9,E14001000,71.97,0.07919897909099834,0.9,4.8,1.3,2.6,1.8,4.3,3.7,14.4
EX20 2,E14001000,71.97,0.07919897909099834,0.6,5.6,1.3,2.1,1.8,4.6,3.8,16.4
EX18 7,E14001000,71.97,0.07919897909099834,0.9,5.3,1.5,2.3,2.3,3.8,3.2,13.3
PL19 8,E14001000,71.97,0.07919897909099834,0.7,5.7,1.2,2.4,2.2,4.8,4.4,17.1
PL20 7,E14001000,71.97,0.07919897909099834,0.8,6.4,1.3,2.4,1.9,3.7,3.7,15.8
PL20 6,E14001000,71.97,0.07919897909099834,1.5,4.6,1,1.9,1.8,5,4.9,16.3
PL6  7,E14001000,71.97,0.07919897909099834,1.1,5.3,1.1,2.1,2.1,6.4,6.5,19.4
PL7  5,E14001000,71.97,0.07919897909099834,0.5,5.8,1.6,3,2,4.6,4.4,20.7
PL19 9,E14001000,71.97,0.07919897909099834,0.5,5,1,2.3,1.8,4.3,3.5,14.9
TQ13 7,E14001000,71.97,0.07919897909099834,1.4,6.2,1.1,2.8,2.1,3.9,3.9,16.4
PL19 0,E14001000,71.97,0.07919897909099834,1.2,8.3,1.9,4.1,2.8,4.7,4.5,15
PL19 1,E14001000,71.97,0.07919897909099834,NA,NA,NA,NA,NA,NA,NA,NA
NA,E14000832,61.05,0.07889942588161147,NA,NA,NA,NA,NA,NA,NA,NA
DE56 2,E14000664,74.61,0.07857572115384616,0.4,5,1.1,2.2,2,3.4,3.7,17.8
DE56 4,E14000664,74.61,0.07857572115384616,1.1,9,1.6,3.7,2.1,2.8,2.9,15.6
DE4  5,E14000664,74.61,0.07857572115384616,0.8,4.8,1.3,2.1,2.1,3.8,3.2,15.7
DE4  4,E14000664,74.61,0.07857572115384616,0.7,5.7,1.3,2.6,2.2,4.3,3.7,17.4
DE6  3,E14000664,74.61,0.07857572115384616,0.4,6.4,1.1,2.1,1.7,2.9,2.3,16.5
DE22 4,E14000664,74.61,0.07857572115384616,1.5,6.2,1.3,3.3,2.9,6.1,6,18.3
DE6  4,E14000664,74.61,0.07857572115384616,1.1,4.9,1.1,2.5,2.2,2.8,3.1,17.1
DE22 5,E14000664,74.61,0.07857572115384616,0.6,8,1.4,3.1,2.6,3.6,1.6,12
DE22 2,E14000664,74.61,0.07857572115384616,1.1,5.5,1.2,2.6,1.7,3.9,3.3,17
DE6  5,E14000664,74.61,0.07857572115384616,0.9,6.6,1.5,2.3,2,4.3,5.2,19.7
DE6  1,E14000664,74.61,0.07857572115384616,1.5,6.7,1.4,2.7,2,4.9,4.6,18
DE6  2,E14000664,74.61,0.07857572115384616,0.8,5.9,1.3,2.5,1.8,4.3,3.7,17.7
DE6  9,E14000664,74.61,0.07857572115384616,NA,NA,NA,NA,NA,NA,NA,NA
DE45 1,E14000664,74.61,0.07857572115384616,0.9,5.4,1.1,2,1.9,3.8,2.8,13.7
DE45 9,E14000664,74.61,0.07857572115384616,NA,NA,NA,NA,NA,NA,NA,NA
SK17 8,E14000664,74.61,0.07857572115384616,0.3,6.5,1.1,2.6,2,4.1,4.4,18
S33  9,E14000664,74.61,0.07857572115384616,0.3,4.6,0.8,2.3,2.5,4,3.6,17.3
S32  5,E14000664,74.61,0.07857572115384616,1.1,5.8,0.8,2.4,2,3.3,2.1,17.1
S32  3,E14000664,74.61,0.07857572115384616,0,5.6,1.3,2.2,2,4.7,2,11.6
S32  4,E14000664,74.61,0.07857572115384616,0.6,4.5,0.2,1.5,0.9,6.2,5.5,17.4
DE4  2,E14000664,74.61,0.07857572115384616,0.6,5.6,1.2,2.2,2,4.5,3.3,16
S42  7,E14000664,74.61,0.07857572115384616,0.6,5.3,1.5,2.6,1.9,3.5,3.3,16
DE4  3,E14000664,74.61,0.07857572115384616,0.8,5.4,1.2,2.6,2.2,4.5,4.6,18.4
SK17 0,E14000664,74.61,0.07857572115384616,0.5,6.3,1.1,2.6,2.3,4.2,4.1,16.1
ST14 5,E14000664,74.61,0.07857572115384616,0.7,6.3,1.7,4.4,2.3,4.5,4.5,19.1
SK17 9,E14000664,74.61,0.07857572115384616,0.7,7.1,1.2,2.6,2.4,5.1,4.2,18.8
S32  1,E14000664,74.61,0.07857572115384616,0.6,6.4,1.7,1.9,2,3.1,3.2,16.4
S32  2,E14000664,74.61,0.07857572115384616,0.7,5.7,0.7,2.1,1,2.8,3,16.5
S11  7,E14000664,74.61,0.07857572115384616,1.6,6,1.2,2.4,1.9,6.4,5.7,22.9
DE4  9,E14000664,74.61,0.07857572115384616,NA,NA,NA,NA,NA,NA,NA,NA
SY21 0,W07000063,69.33,0.0785035798391048,0.4,7.2,1.3,3.5,1.9,4.6,3.1,16.2
SY21 8,W07000063,69.33,0.0785035798391048,0.9,6.5,1.6,2.6,1.9,4.6,3.7,16.2
SY15 6,W07000063,69.33,0.0785035798391048,0.7,6,1.3,2.8,2.3,4.3,3.4,16.8
SY21 9,W07000063,69.33,0.0785035798391048,0.9,7,1.6,2.3,1.7,5.2,3.7,14.9
SY17 5,W07000063,69.33,0.0785035798391048,0.5,4.7,1.2,2.5,2.2,4.8,3.4,15.5
SY18 6,W07000063,69.33,0.0785035798391048,1.4,5.5,1.3,2.4,2.5,5.7,4.3,15.8
SY19 7,W07000063,69.33,0.0785035798391048,0.4,6.1,1,2.5,1.6,4.1,3.3,12.3
SY16 3,W07000063,69.33,0.0785035798391048,0.7,6.9,1.5,2.6,1.3,5,4.4,17.3
SY9  5,W07000063,69.33,0.0785035798391048,1.4,5.3,1.3,2.6,2.1,4.7,5,17.1
SY5  0,W07000063,69.33,0.0785035798391048,1,5.3,1.5,2.7,2.2,4.4,4.3,15.1
SY20 8,W07000063,69.33,0.0785035798391048,0.7,6.5,1.3,2.2,2.2,4.9,4.5,18.7
SY20 9,W07000063,69.33,0.0785035798391048,0.6,4.8,1.2,2.2,1.4,4.3,4.1,16
SY22 6,W07000063,69.33,0.0785035798391048,0.6,6.3,1.2,2.4,1.8,4.4,4.3,17.5
SY16 4,W07000063,69.33,0.0785035798391048,0.9,6,1.3,3,1.4,4.3,3,16.7
SY7  8,W07000063,69.33,0.0785035798391048,1.2,5.5,1.1,2.2,1.5,3.5,3.1,14.4
SY5  9,W07000063,69.33,0.0785035798391048,0.7,6.6,1.4,2.4,2.3,4.5,4.4,18.3
SY22 5,W07000063,69.33,0.0785035798391048,1.3,5.3,1.2,2.4,2.3,5.6,4.9,16.5
SY10 0,W07000063,69.33,0.0785035798391048,0.7,5.1,1.2,3,2,4.5,3.5,15.1
SY10 9,W07000063,69.33,0.0785035798391048,1,5.4,1.2,2.4,2.1,4.1,4,16.8
SY10 7,W07000063,69.33,0.0785035798391048,0.9,6.9,1.6,4.7,2.7,5.1,4.2,16.8
SY16 1,W07000063,69.33,0.0785035798391048,2.1,7.9,1.6,2.9,2.8,6.7,6.5,19.6
SY16 2,W07000063,69.33,0.0785035798391048,1.6,5.3,1.2,2.1,2.3,6.2,5.5,17.3
SY16 9,W07000063,69.33,0.0785035798391048,NA,NA,NA,NA,NA,NA,NA,NA
SY21 7,W07000063,69.33,0.0785035798391048,5.5,5.5,1.3,2.7,2.3,6.2,6.2,18.2
SY21 1,W07000063,69.33,0.0785035798391048,NA,NA,NA,NA,NA,NA,NA,NA
TQ5  9,E14001001,68.62,0.07805795229086883,0.8,5.4,1,2.2,2.1,5.1,4.4,14.6
TQ5  8,E14001001,68.62,0.07805795229086883,0.9,4.3,1,2,1.6,4.7,3.6,12.5
TQ5  5,E14001001,68.62,0.07805795229086883,NA,NA,NA,NA,NA,NA,NA,NA
TQ3  3,E14001001,68.62,0.07805795229086883,0.9,6.4,1.4,2.6,2.5,5.4,5.6,18.9
TQ4  7,E14001001,68.62,0.07805795229086883,0.7,6.6,1.5,2.8,2.2,4,3.5,15.4
